Randomizer Version: 4.6.1
Random Seed: 146697297037918
Settings String: 322IwgkEgIBAAQABwAEAAKoJBkCKgEAKgAVCQABEAAAAD8AAAAIMgQyAQAICTIHBwAyAAIQElBva2Vtb24gT21lZ2EgUnVieWMeSnzjwziK

--Move Updates--
Made Tackle have 40 power
Made Thunder Wave have 90% accuracy
Made Leech Life have 80 power and 10 PP
Made Swagger have 85% accuracy
Made Sucker Punch have 70 power
Made Dark Void have 50% accuracy
Made Flying Press have 100 power
Made Fell Stinger have 50 power
Made Parabolic Charge have 65 power
Made Water Shuriken a Special move
Made Mystical Fire have 75 power

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
 19|Rattata         |NORMAL           |  30|  56|  35|  25|  35|  72|Big Pecks     |—             |Speed Boost   |Net Ball (100%)
 20|Raticate        |NORMAL           |  55|  81|  60|  50|  70|  97|Gooey         |—             |Rivalry       |Resist Wing (common), Dawn Stone (rare)
 21|Spearow         |NORMAL/FLYING    |  40|  60|  30|  31|  31|  70|Marvel Scale  |Moody         |Protean       |
 22|Fearow          |NORMAL/FLYING    |  65|  90|  65|  61|  61| 100|Multiscale    |—             |Air Lock      |Sacred Ash (common)
 23|Ekans           |POISON           |  35|  60|  44|  40|  54|  55|Sweet Veil    |—             |Solar Power   |
 24|Arbok           |POISON           |  60|  85|  69|  65|  79|  80|Limber        |—             |Poison Heal   |Pearl (rare)
 25|Pikachu         |ELECTRIC         |  35|  55|  40|  50|  50|  90|Hyper Cutter  |—             |Oblivious     |
 26|Raichu          |ELECTRIC         |  60|  90|  55|  90|  80| 110|Rivalry       |—             |Own Tempo     |
 27|Sandshrew       |GROUND           |  50|  75|  85|  20|  30|  40|Swift Swim    |—             |Huge Power    |Enigma Berry (common)
 28|Sandslash       |GROUND           |  75| 100| 110|  45|  55|  65|Illusion      |Anger Point   |Inner Focus   |Persim Berry (common), Leppa Berry (rare)
 29|Nidoran♀        |POISON           |  55|  47|  52|  40|  40|  41|Pressure      |Delta Stream  |Swift Swim    |Sachet (rare)
 30|Nidorina        |POISON           |  70|  62|  67|  55|  55|  56|Serene Grace  |Solar Power   |Tough Claws   |
 31|Nidoqueen       |POISON/GROUND    |  90|  92|  87|  75|  85|  76|Vital Spirit  |Overgrow      |Defeatist     |
 32|Nidoran♂        |POISON           |  46|  57|  40|  40|  40|  50|Vital Spirit  |—             |Turboblaze    |Passho Berry (100%)
 33|Nidorino        |POISON           |  61|  72|  57|  55|  55|  65|Immunity      |—             |Swarm         |Dusk Ball (rare)
 34|Nidoking        |POISON/GROUND    |  81| 102|  77|  85|  75|  85|Harvest       |Technician    |Fairy Aura    |Full Heal (common), Mewtwonite Y (rare)
 35|Clefairy        |FAIRY            |  70|  45|  48|  60|  65|  35|Weak Armor    |Prankster     |Suction Cups  |Mewtwonite Y (rare)
 36|Clefable        |FAIRY            |  95|  70|  73|  95|  90|  60|Own Tempo     |—             |Adaptability  |X Sp. Def (common), Old Amber (rare)
 37|Vulpix          |FIRE             |  38|  41|  40|  50|  65|  65|Tough Claws   |—             |Stench        |
 38|Ninetales       |FIRE             |  73|  76|  75|  81| 100| 100|Sheer Force   |—             |Defiant       |Sharpedonite (common)
 39|Jigglypuff      |NORMAL/FAIRY     | 115|  45|  20|  45|  25|  20|Color Change  |—             |Competitive   |Choice Scarf (common)
 40|Wigglytuff      |NORMAL/FAIRY     | 140|  70|  45|  85|  50|  45|Snow Warning  |Bad Dreams    |Natural Cure  |
 41|Zubat           |POISON/FLYING    |  40|  45|  35|  30|  40|  55|Aerilate      |—             |Water Absorb  |
 42|Golbat          |POISON/FLYING    |  75|  80|  70|  65|  75|  90|Justified     |Klutz         |Sap Sipper    |Whipped Dream (common), Beedrillite (rare)
 43|Oddish          |GRASS/POISON     |  45|  50|  55|  75|  65|  30|Moxie         |—             |Infiltrator   |Assault Vest (100%)
 44|Gloom           |GRASS/POISON     |  60|  65|  70|  85|  75|  40|Competitive   |Reckless      |Sand Force    |Power Anklet (100%)
 45|Vileplume       |GRASS/POISON     |  75|  80|  85| 110|  90|  50|Minus         |Flare Boost   |Speed Boost   |
 46|Paras           |BUG/GRASS        |  35|  70|  55|  45|  55|  25|Poison Heal   |Sturdy        |Tangled Feet  |Wide Lens (common)
 47|Parasect        |BUG/GRASS        |  60|  95|  80|  60|  80|  30|Motor Drive   |Serene Grace  |Sand Veil     |
 48|Venonat         |BUG/POISON       |  60|  55|  50|  40|  55|  45|Sand Rush     |Honey Gather  |Mold Breaker  |Sceptilite (common)
 49|Venomoth        |BUG/POISON       |  70|  65|  60|  90|  75|  90|Frisk         |Scrappy       |Speed Boost   |
 50|Diglett         |GROUND           |  10|  55|  25|  35|  45|  95|Anger Point   |Soundproof    |Competitive   |Dragon Fang (common), Sweet Heart (rare)
 51|Dugtrio         |GROUND           |  35|  80|  50|  50|  70| 120|Natural Cure  |Lightning Rod |Run Away      |
 52|Meowth          |NORMAL           |  40|  45|  35|  40|  40|  90|Steadfast     |Speed Boost   |Oblivious     |
 53|Persian         |NORMAL           |  65|  70|  60|  65|  65| 115|Illuminate    |—             |Desolate Land |Poké Ball (common)
 54|Psyduck         |WATER            |  50|  52|  48|  65|  50|  55|Healer        |—             |No Guard      |Power Belt (common)
 55|Golduck         |WATER            |  80|  82|  78|  95|  80|  85|Strong Jaw    |—             |Water Absorb  |Fighting Gem (rare)
 56|Mankey          |FIGHTING         |  40|  80|  35|  35|  45|  70|Effect Spore  |Drought       |Anger Point   |Roseli Berry (common), Chill Drive (rare)
 57|Primeape        |FIGHTING         |  65| 105|  60|  60|  70|  95|Liquid Ooze   |Own Tempo     |Leaf Guard    |
 58|Growlithe       |FIRE             |  55|  70|  45|  70|  50|  60|Rattled       |Sand Stream   |Pickup        |Great Ball (common)
 59|Arcanine        |FIRE             |  90| 110|  80| 100|  80|  95|Friend Guard  |Symbiosis     |Truant        |
 60|Poliwag         |WATER            |  40|  50|  40|  40|  40|  90|Minus         |—             |Inner Focus   |Root Fossil (common), Rowap Berry (rare)
 61|Poliwhirl       |WATER            |  65|  65|  65|  50|  50|  90|Insomnia      |—             |Moody         |
 62|Poliwrath       |WATER/FIGHTING   |  90|  95|  95|  70|  90|  70|Storm Drain   |Bulletproof   |Huge Power    |
 63|Abra            |PSYCHIC          |  25|  20|  15| 105|  55|  90|Trace         |—             |Shield Dust   |
 64|Kadabra         |PSYCHIC          |  40|  35|  30| 120|  70| 105|Forewarn      |—             |Swift Swim    |Splash Plate (rare)
 65|Alakazam        |PSYCHIC          |  55|  50|  45| 135|  95| 120|Unnerve       |—             |Solid Rock    |Oval Stone (rare)
 66|Machop          |FIGHTING         |  70|  80|  50|  35|  35|  35|Speed Boost   |—             |Teravolt      |
 67|Machoke         |FIGHTING         |  80| 100|  70|  50|  60|  45|Shell Armor   |Sand Stream   |Multiscale    |Cheri Berry (rare)
 68|Machamp         |FIGHTING         |  90| 130|  80|  65|  85|  55|Moxie         |Flame Body    |Guts          |
 69|Bellsprout      |GRASS/POISON     |  50|  75|  35|  70|  30|  40|Illusion      |—             |Snow Warning  |
 70|Weepinbell      |GRASS/POISON     |  65|  90|  50|  85|  45|  55|Bulletproof   |—             |Protean       |Luck Incense (common)
 71|Victreebel      |GRASS/POISON     |  80| 105|  65| 100|  70|  70|Protean       |Dry Skin      |Cursed Body   |Meadow Plate (rare)
 72|Tentacool       |WATER/POISON     |  40|  40|  35|  50| 100|  70|Blaze         |Water Absorb  |Justified     |
 73|Tentacruel      |WATER/POISON     |  80|  70|  65|  80| 120| 100|Mummy         |Torrent       |Sand Force    |Shuca Berry (rare)
 74|Geodude         |ROCK/GROUND      |  40|  80| 100|  30|  30|  20|Motor Drive   |—             |Overcoat      |Super Potion (common)
 75|Graveler        |ROCK/GROUND      |  55|  95| 115|  45|  45|  35|Primordial Sea|—             |Gale Wings    |
 76|Golem           |ROCK/GROUND      |  80| 120| 130|  55|  65|  45|Magma Armor   |Volt Absorb   |Aroma Veil    |Poké Doll (common), Rare Candy (rare)
 77|Ponyta          |FIRE             |  50|  85|  55|  65|  65|  90|Mega Launcher |—             |Reckless      |
 78|Rapidash        |FIRE             |  65| 100|  70|  80|  80| 105|Wonder Skin   |Sturdy        |Mega Launcher |Tanga Berry (rare)
 79|Slowpoke        |WATER/PSYCHIC    |  90|  65|  65|  40|  40|  15|Adaptability  |Competitive   |Hustle        |King’s Rock (rare)
 80|Slowbro         |WATER/PSYCHIC    |  95|  75| 110| 100|  80|  30|Desolate Land |—             |Pickup        |Moon Stone (rare)
 81|Magnemite       |ELECTRIC/STEEL   |  25|  35|  70|  95|  55|  45|Guts          |Sturdy        |Light Metal   |
 82|Magneton        |ELECTRIC/STEEL   |  50|  60|  95| 120|  70|  70|Unburden      |—             |Dry Skin      |
 83|Farfetch’d      |NORMAL/FLYING    |  52|  65|  55|  58|  62|  60|Run Away      |—             |Swarm         |Gardevoirite (common), Aspear Berry (rare)
 84|Doduo           |NORMAL/FLYING    |  35|  85|  45|  35|  35|  75|Steadfast     |No Guard      |Chlorophyll   |
 85|Dodrio          |NORMAL/FLYING    |  60| 110|  70|  60|  60| 100|Grass Pelt    |—             |Snow Cloak    |Master Ball (rare)
 86|Seel            |WATER            |  65|  45|  55|  45|  70|  45|Friend Guard  |Motor Drive   |Clear Body    |Zap Plate (common), Ice Gem (rare)
 87|Dewgong         |WATER/ICE        |  90|  70|  80|  70|  95|  70|Levitate      |No Guard      |Iron Fist     |
 88|Grimer          |POISON           |  80|  80|  50|  40|  50|  25|Friend Guard  |Klutz         |Truant        |Pearl String (rare)
 89|Muk             |POISON           | 105| 105|  75|  65| 100|  50|Poison Heal   |Aura Break    |Fur Coat      |Luck Incense (rare)
 90|Shellder        |WATER            |  30|  65| 100|  45|  25|  40|Anger Point   |—             |Moody         |
 91|Cloyster        |WATER/ICE        |  50|  95| 180|  85|  45|  70|Water Absorb  |—             |Turboblaze    |
 92|Gastly          |GHOST/POISON     |  30|  35|  30| 100|  35|  80|Sniper        |Big Pecks     |Static        |
 93|Haunter         |GHOST/POISON     |  45|  50|  45| 115|  55|  95|Bad Dreams    |Storm Drain   |Stall         |
 94|Gengar          |GHOST/POISON     |  60|  65|  60| 130|  75| 110|Illusion      |Fairy Aura    |Forewarn      |Bug Gem (common), Tanga Berry (rare)
 95|Onix            |ROCK/GROUND      |  35|  45| 160|  30|  45|  70|No Guard      |—             |Sturdy        |Smooth Rock (common), Scizorite (rare)
 96|Drowzee         |PSYCHIC          |  60|  48|  45|  43|  90|  42|Justified     |Competitive   |Aerilate      |Sachet (common)
 97|Hypno           |PSYCHIC          |  85|  73|  70|  73| 115|  67|Storm Drain   |—             |Static        |Energy Powder (common), Aspear Berry (rare)
 98|Krabby          |WATER            |  30| 105|  90|  25|  25|  50|Sand Veil     |Synchronize   |Mummy         |
 99|Kingler         |WATER            |  55| 130| 115|  50|  50|  75|Liquid Ooze   |—             |Guts          |Fire Gem (rare)
100|Voltorb         |ELECTRIC         |  40|  30|  50|  55|  55| 100|Inner Focus   |—             |Volt Absorb   |Heart Scale (common), Mewtwonite X (rare)
101|Electrode       |ELECTRIC         |  60|  50|  70|  80|  80| 140|Sap Sipper    |—             |Minus         |Ampharosite (rare)
102|Exeggcute       |GRASS/PSYCHIC    |  60|  40|  80|  60|  45|  40|Cheek Pouch   |—             |Normalize     |Twisted Spoon (common)
103|Exeggutor       |GRASS/PSYCHIC    |  95|  95|  85| 125|  65|  55|Illusion      |—             |Cursed Body   |Sail Fossil (rare)
104|Cubone          |GROUND           |  50|  50|  95|  40|  50|  35|Super Luck    |—             |Fur Coat      |Icicle Plate (common), Pearl String (rare)
105|Marowak         |GROUND           |  60|  80| 110|  50|  80|  45|Snow Warning  |—             |Immunity      |
106|Hitmonlee       |FIGHTING         |  50| 120|  53|  35| 110|  87|Aroma Veil    |—             |Sand Stream   |Shalour Sable (rare)
107|Hitmonchan      |FIGHTING         |  50| 105|  79|  35| 110|  76|Forewarn      |Ice Body      |Defeatist     |
108|Lickitung       |NORMAL           |  90|  55|  75|  60|  75|  30|Healer        |Trace         |Overgrow      |
109|Koffing         |POISON           |  40|  65|  95|  60|  45|  35|Bad Dreams    |—             |Sand Force    |Power Lens (common), Smoke Ball (rare)
110|Weezing         |POISON           |  65|  90| 120|  85|  70|  60|Illusion      |—             |Unburden      |Magnet (common), Dire Hit (rare)
111|Rhyhorn         |GROUND/ROCK      |  80|  85|  95|  30|  30|  25|Tough Claws   |Rivalry       |Fairy Aura    |
112|Rhydon          |GROUND/ROCK      | 105| 130| 120|  45|  45|  40|Immunity      |—             |Dry Skin      |
113|Chansey         |NORMAL           | 250|   5|   5|  35| 105|  50|Synchronize   |Infiltrator   |Hustle        |
114|Tangela         |GRASS            |  65|  55| 115| 100|  40|  60|Pixilate      |Filter        |Aroma Veil    |Dragon Scale (common)
115|Kangaskhan      |NORMAL           | 105|  95|  80|  40|  80|  90|Delta Stream  |—             |Unburden      |
116|Horsea          |WATER            |  30|  40|  70|  70|  25|  60|Tangled Feet  |—             |Guts          |Earth Plate (common)
117|Seadra          |WATER            |  55|  65|  95|  95|  45|  85|Swift Swim    |—             |Shield Dust   |
118|Goldeen         |WATER            |  45|  67|  60|  35|  50|  63|Forewarn      |Primordial Sea|Rough Skin    |
119|Seaking         |WATER            |  80|  92|  65|  65|  80|  68|Guts          |Grass Pelt    |Sand Veil     |Banettite (rare)
120|Staryu          |WATER            |  30|  45|  55|  70|  55|  85|Storm Drain   |—             |Light Metal   |
121|Starmie         |WATER/PSYCHIC    |  60|  75|  85| 100|  85| 115|Blaze         |—             |Gooey         |Stone Plate (common), Never-Melt Ice (rare)
122|Mr. Mime        |PSYCHIC/FAIRY    |  40|  45|  65| 100| 120|  90|Parental Bond |—             |Flash Fire    |Venusaurite (100%)
123|Scyther         |BUG/FLYING       |  70| 110|  80|  55|  80| 105|Sturdy        |—             |Defiant       |Smoke Ball (common), Armor Fossil (rare)
124|Jynx            |ICE/PSYCHIC      |  65|  50|  35| 115|  95|  95|Prankster     |Download      |Tinted Lens   |Medichamite (common)
125|Electabuzz      |ELECTRIC         |  65|  83|  57|  95|  85| 105|Simple        |Adaptability  |Limber        |Slowbronite (rare)
126|Magmar          |FIRE             |  65|  95|  57| 100|  85|  93|Ice Body      |—             |Protean       |White Herb (rare)
127|Pinsir          |BUG              |  65| 125| 100|  55|  70|  85|Shield Dust   |—             |Symbiosis     |
128|Tauros          |NORMAL           |  75| 100|  95|  40|  70| 110|Dry Skin      |—             |Light Metal   |
129|Magikarp        |WATER            |  20|  10|  55|  15|  20|  80|Anger Point   |—             |Super Luck    |
130|Gyarados        |WATER/FLYING     |  95| 125|  79|  60| 100|  81|Moxie         |—             |Symbiosis     |
131|Lapras          |WATER/ICE        | 130|  85|  80|  85|  95|  60|Steadfast     |—             |Lightning Rod |Absorb Bulb (100%)
132|Ditto           |NORMAL           |  48|  48|  48|  48|  48|  48|Gooey         |—             |Teravolt      |Float Stone (100%)
133|Eevee           |NORMAL           |  55|  55|  50|  45|  65|  55|Toxic Boost   |—             |Victory Star  |
134|Vaporeon        |WATER            | 130|  65|  60| 110|  95|  65|Multiscale    |Run Away      |Magma Armor   |
135|Jolteon         |ELECTRIC         |  65|  65|  60| 110|  95| 130|Pure Power    |—             |Iron Fist     |
136|Flareon         |FIRE             |  65| 130|  60|  95| 110|  65|Iron Barbs    |—             |Gale Wings    |
137|Porygon         |NORMAL           |  65|  60|  70|  85|  75|  40|Truant        |—             |Anger Point   |
138|Omanyte         |ROCK/WATER       |  35|  40| 100|  90|  55|  35|Mummy         |—             |Huge Power    |
139|Omastar         |ROCK/WATER       |  70|  60| 125| 115|  70|  55|Justified     |Snow Warning  |Pixilate      |Air Balloon (common), Binding Band (rare)
140|Kabuto          |ROCK/WATER       |  30|  80|  90|  55|  45|  55|Mold Breaker  |Cursed Body   |Telepathy     |
141|Kabutops        |ROCK/WATER       |  60| 115| 105|  65|  70|  80|Symbiosis     |Mega Launcher |Rough Skin    |
142|Aerodactyl      |ROCK/FLYING      |  80| 105|  65|  60|  75| 130|Snow Cloak    |Storm Drain   |Oblivious     |
143|Snorlax         |NORMAL           | 160| 110|  65|  65| 110|  30|Synchronize   |—             |Speed Boost   |Black Sludge (100%)
144|Articuno        |ICE/FLYING       |  90|  85| 100|  95| 125|  85|Stench        |Flame Body    |Cursed Body   |Lum Berry (common), Poké Doll (rare)
145|Zapdos          |ELECTRIC/FLYING  |  90|  90|  85| 125|  90| 100|Harvest       |Levitate      |Flare Boost   |Splash Plate (common)
146|Moltres         |FIRE/FLYING      |  90| 100|  90| 125|  85|  90|Fur Coat      |—             |Dry Skin      |Alakazite (common)
147|Dratini         |DRAGON           |  41|  64|  45|  50|  50|  50|Guts          |—             |Normalize     |
148|Dragonair       |DRAGON           |  61|  84|  65|  70|  70|  70|Sand Rush     |—             |Shell Armor   |
149|Dragonite       |DRAGON/FLYING    |  91| 134|  95| 100| 100|  80|Vital Spirit  |Huge Power    |Oblivious     |Babiri Berry (rare)
150|Mewtwo          |PSYCHIC          | 106| 110|  90| 154|  90| 130|Pressure      |—             |Weak Armor    |
151|Mew             |PSYCHIC          | 100| 100| 100| 100| 100| 100|Anger Point   |Speed Boost   |Sand Rush     |Heart Scale (common), Paralyze Heal (rare)
152|Chikorita       |GRASS            |  45|  49|  65|  49|  65|  45|Lightning Rod |Intimidate    |Justified     |Luxury Ball (common)
153|Bayleef         |GRASS            |  60|  62|  80|  63|  80|  60|Limber        |Hydration     |Defiant       |
154|Meganium        |GRASS            |  80|  82| 100|  83| 100|  80|Limber        |—             |Magician      |Focus Sash (100%)
155|Cyndaquil       |FIRE             |  39|  52|  43|  60|  50|  65|Liquid Ooze   |Snow Warning  |Hydration     |Elixir (common)
156|Quilava         |FIRE             |  58|  64|  58|  80|  65|  80|Hydration     |Tinted Lens   |Compound Eyes |Ghost Gem (100%)
157|Typhlosion      |FIRE             |  78|  84|  78| 109|  85| 100|Strong Jaw    |—             |Delta Stream  |
158|Totodile        |WATER            |  50|  65|  64|  44|  48|  43|Klutz         |Flare Boost   |Unnerve       |Nugget (common)
159|Croconaw        |WATER            |  65|  80|  80|  59|  63|  58|Delta Stream  |Soundproof    |Cute Charm    |
160|Feraligatr      |WATER            |  85| 105| 100|  79|  83|  78|Trace         |—             |Teravolt      |
161|Sentret         |NORMAL           |  35|  46|  34|  35|  45|  20|Serene Grace  |Cloud Nine    |Friend Guard  |
162|Furret          |NORMAL           |  85|  76|  64|  45|  55|  90|Fairy Aura    |—             |Parental Bond |
163|Hoothoot        |NORMAL/FLYING    |  60|  30|  30|  36|  56|  50|Drizzle       |—             |Cute Charm    |Life Orb (rare)
164|Noctowl         |NORMAL/FLYING    | 100|  50|  50|  76|  96|  70|Refrigerate   |—             |Sand Veil     |
165|Ledyba          |BUG/FLYING       |  40|  20|  30|  40|  80|  55|Aerilate      |Normalize     |Swift Swim    |
166|Ledian          |BUG/FLYING       |  55|  35|  50|  55| 110|  85|Symbiosis     |—             |Multiscale    |
167|Spinarak        |BUG/POISON       |  40|  60|  40|  40|  40|  30|Cloud Nine    |Inner Focus   |White Smoke   |
168|Ariados         |BUG/POISON       |  70|  90|  70|  60|  60|  40|Liquid Ooze   |Gluttony      |Damp          |
169|Crobat          |POISON/FLYING    |  85|  90|  80|  70|  80| 130|Tinted Lens   |Pure Power    |Hustle        |
170|Chinchou        |WATER/ELECTRIC   |  75|  38|  38|  56|  56|  67|Adaptability  |—             |Contrary      |
171|Lanturn         |WATER/ELECTRIC   | 125|  58|  58|  76|  76|  67|Shell Armor   |—             |Magic Bounce  |Escape Rope (common)
172|Pichu           |ELECTRIC         |  20|  40|  15|  35|  35|  60|Synchronize   |—             |Color Change  |
173|Cleffa          |FAIRY            |  50|  25|  28|  45|  55|  15|Natural Cure  |Keen Eye      |Turboblaze    |
174|Igglybuff       |NORMAL/FAIRY     |  90|  30|  15|  40|  20|  15|Magic Guard   |—             |Overgrow      |Fire Stone (rare)
175|Togepi          |FAIRY            |  35|  20|  65|  40|  65|  20|Aroma Veil    |—             |Prankster     |Gyaradosite (common), Electric Gem (rare)
176|Togetic         |FAIRY/FLYING     |  55|  40|  85|  80| 105|  40|Unnerve       |—             |Pressure      |Shed Shell (common), Burn Heal (rare)
177|Natu            |PSYCHIC/FLYING   |  40|  50|  45|  70|  45|  70|Pixilate      |Protean       |Iron Fist     |Star Piece (rare)
178|Xatu            |PSYCHIC/FLYING   |  65|  75|  70|  95|  70|  95|Dry Skin      |Prankster     |Fairy Aura    |
179|Mareep          |ELECTRIC         |  55|  40|  40|  65|  45|  35|Frisk         |Hydration     |Aura Break    |Swampertite (common), Twisted Spoon (rare)
180|Flaaffy         |ELECTRIC         |  70|  55|  55|  80|  60|  45|Pressure      |—             |Early Bird    |
181|Ampharos        |ELECTRIC         |  90|  75|  85| 115|  90|  55|Toxic Boost   |—             |Unaware       |
182|Bellossom       |GRASS            |  75|  80|  95|  90| 100|  50|Leaf Guard    |—             |Regenerator   |
183|Marill          |WATER/FAIRY      |  70|  20|  50|  20|  50|  40|Flash Fire    |—             |Snow Cloak    |Iron Ball (common), Helix Fossil (rare)
184|Azumarill       |WATER/FAIRY      | 100|  50|  80|  60|  80|  50|Levitate      |Storm Drain   |Aura Break    |
185|Sudowoodo       |ROCK             |  70| 100| 115|  30|  65|  30|Color Change  |Dry Skin      |Cheek Pouch   |
186|Politoed        |WATER            |  90|  75|  75|  90| 100|  70|Effect Spore  |—             |Dry Skin      |
187|Hoppip          |GRASS/FLYING     |  35|  35|  40|  35|  55|  50|Rain Dish     |—             |Klutz         |Shalour Sable (100%)
188|Skiploom        |GRASS/FLYING     |  55|  45|  50|  45|  65|  80|Battle Armor  |Intimidate    |Shed Skin     |
189|Jumpluff        |GRASS/FLYING     |  75|  55|  70|  55|  95| 110|Insomnia      |Tangled Feet  |Cursed Body   |Leaf Stone (common), Black Glasses (rare)
190|Aipom           |NORMAL           |  55|  70|  55|  40|  55|  85|Klutz         |Pickup        |Sand Veil     |Pixie Plate (rare)
191|Sunkern         |GRASS            |  30|  30|  30|  30|  30|  30|Honey Gather  |—             |Hydration     |Life Orb (common), Pearl String (rare)
192|Sunflora        |GRASS            |  75|  75|  55| 105|  85|  30|Scrappy       |Solar Power   |Motor Drive   |
193|Yanma           |BUG/FLYING       |  65|  65|  45|  75|  45|  95|Ice Body      |—             |Shield Dust   |
194|Wooper          |WATER/GROUND     |  55|  45|  45|  25|  25|  15|Battle Armor  |—             |Shed Skin     |Shuca Berry (common)
195|Quagsire        |WATER/GROUND     |  95|  85|  85|  65|  65|  35|Rain Dish     |Sand Stream   |Justified     |
196|Espeon          |PSYCHIC          |  65|  65|  60| 130|  95| 110|Prankster     |—             |Contrary      |
197|Umbreon         |DARK             |  95|  65| 110|  60| 130|  65|Illusion      |—             |Effect Spore  |Douse Drive (rare)
198|Murkrow         |DARK/FLYING      |  60|  85|  42|  85|  42|  91|Blaze         |—             |Cute Charm    |
199|Slowking        |WATER/PSYCHIC    |  95|  75|  80| 100| 110|  30|Magma Armor   |—             |Bulletproof   |
200|Misdreavus      |GHOST            |  60|  60|  60|  85|  85|  85|Own Tempo     |Unnerve       |Filter        |Blazikenite (rare)
201|Unown           |PSYCHIC          |  48|  72|  48|  72|  48|  48|Parental Bond |—             |Bad Dreams    |
202|Wobbuffet       |PSYCHIC          | 190|  33|  58|  33|  58|  33|Cheek Pouch   |—             |Defeatist     |
203|Girafarig       |NORMAL/PSYCHIC   |  70|  80|  65|  90|  65|  85|Honey Gather  |Klutz         |Flower Veil   |Sharpedonite (rare)
204|Pineco          |BUG              |  50|  65|  90|  35|  35|  15|Parental Bond |—             |Intimidate    |
205|Forretress      |BUG/STEEL        |  75|  90| 140|  60|  60|  40|Super Luck    |—             |Filter        |Douse Drive (rare)
206|Dunsparce       |NORMAL           | 100|  70|  70|  65|  65|  45|Mold Breaker  |—             |Wonder Skin   |
207|Gligar          |GROUND/FLYING    |  65|  75| 105|  35|  65|  85|Illuminate    |Torrent       |Flare Boost   |
208|Steelix         |STEEL/GROUND     |  75|  85| 200|  55|  65|  30|Pixilate      |—             |Defiant       |Soft Sand (common), Protector (rare)
209|Snubbull        |FAIRY            |  60|  80|  50|  40|  40|  30|Hyper Cutter  |—             |Cloud Nine    |Float Stone (common), Mewtwonite Y (rare)
210|Granbull        |FAIRY            |  90| 120|  75|  60|  60|  45|Suction Cups  |—             |Justified     |
211|Qwilfish        |WATER/POISON     |  65|  95|  75|  55|  55|  85|Competitive   |Water Veil    |Blaze         |Rare Candy (rare)
