Randomizer Version: 4.6.1
Random Seed: 141016348878348
Settings String: 322IwgkEgIBAAQABwAEAAKoJBkCKgEAKgAVCQABEAAAAD8AAAAIMgQyAQAICTIHBwAyAAIQElBva2Vtb24gT21lZ2EgUnVieWMeSnzjwziK

--Move Updates--
Made Tackle have 40 power
Made Thunder Wave have 90% accuracy
Made Leech Life have 80 power and 10 PP
Made Swagger have 85% accuracy
Made Sucker Punch have 70 power
Made Dark Void have 50% accuracy
Made Flying Press have 100 power
Made Fell Stinger have 50 power
Made Parabolic Charge have 65 power
Made Water Shuriken a Special move
Made Mystical Fire have 75 power

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
 43|Oddish          |GRASS/POISON     |  45|  50|  55|  75|  65|  30|Inner Focus   |—             |Strong Jaw    |
 44|Gloom           |GRASS/POISON     |  60|  65|  70|  85|  75|  40|Rock Head     |Torrent       |Cheek Pouch   |
 45|Vileplume       |GRASS/POISON     |  75|  80|  85| 110|  90|  50|Sweet Veil    |Aftermath     |Defeatist     |Light Clay (rare)
 46|Paras           |BUG/GRASS        |  35|  70|  55|  45|  55|  25|Cute Charm    |Synchronize   |Overcoat      |Power Lens (common), Big Pearl (rare)
 47|Parasect        |BUG/GRASS        |  60|  95|  80|  60|  80|  30|Solar Power   |Damp          |Sand Stream   |Dragon Fang (rare)
 48|Venonat         |BUG/POISON       |  60|  55|  50|  40|  55|  45|Delta Stream  |—             |Illuminate    |Energy Root (rare)
 49|Venomoth        |BUG/POISON       |  70|  65|  60|  90|  75|  90|Sweet Veil    |—             |Iron Barbs    |Health Wing (rare)
 50|Diglett         |GROUND           |  10|  55|  25|  35|  45|  95|Adaptability  |—             |Bulletproof   |Starf Berry (rare)
 51|Dugtrio         |GROUND           |  35|  80|  50|  50|  70| 120|Insomnia      |Stall         |Synchronize   |Cheri Berry (common), Manectite (rare)
 52|Meowth          |NORMAL           |  40|  45|  35|  40|  40|  90|Dark Aura     |—             |Heatproof     |Sea Incense (common)
 53|Persian         |NORMAL           |  65|  70|  60|  65|  65| 115|Sticky Hold   |—             |Hydration     |Yache Berry (common)
 54|Psyduck         |WATER            |  50|  52|  48|  65|  50|  55|Snow Cloak    |—             |Magician      |Power Belt (100%)
 55|Golduck         |WATER            |  80|  82|  78|  95|  80|  85|Toxic Boost   |Anger Point   |Rain Dish     |
 56|Mankey          |FIGHTING         |  40|  80|  35|  35|  45|  70|Klutz         |Torrent       |Huge Power    |
 57|Primeape        |FIGHTING         |  65| 105|  60|  60|  70|  95|Cute Charm    |Aura Break    |Sand Veil     |Pure Incense (common), Dragon Fang (rare)
 58|Growlithe       |FIRE             |  55|  70|  45|  70|  50|  60|Slow Start    |Competitive   |Run Away      |
 59|Arcanine        |FIRE             |  90| 110|  80| 100|  80|  95|Leaf Guard    |Download      |Keen Eye      |Razor Fang (100%)
 60|Poliwag         |WATER            |  40|  50|  40|  40|  40|  90|Unburden      |Huge Power    |Clear Body    |Big Pearl (rare)
 61|Poliwhirl       |WATER            |  65|  65|  65|  50|  50|  90|Protean       |Slow Start    |Synchronize   |Water Gem (rare)
 62|Poliwrath       |WATER/FIGHTING   |  90|  95|  95|  70|  90|  70|Swift Swim    |Intimidate    |Rough Skin    |
 63|Abra            |PSYCHIC          |  25|  20|  15| 105|  55|  90|Plus          |—             |Magic Bounce  |Dragon Gem (rare)
 64|Kadabra         |PSYCHIC          |  40|  35|  30| 120|  70| 105|Heavy Metal   |Friend Guard  |Sand Rush     |Rare Candy (rare)
 65|Alakazam        |PSYCHIC          |  55|  50|  45| 135|  95| 120|Anger Point   |—             |Illuminate    |
 66|Machop          |FIGHTING         |  70|  80|  50|  35|  35|  35|Justified     |—             |Run Away      |
 67|Machoke         |FIGHTING         |  80| 100|  70|  50|  60|  45|Damp          |—             |Synchronize   |Fighting Gem (common)
 68|Machamp         |FIGHTING         |  90| 130|  80|  65|  85|  55|Serene Grace  |Scrappy       |Flower Veil   |X Sp. Def (rare)
 69|Bellsprout      |GRASS/POISON     |  50|  75|  35|  70|  30|  40|Solid Rock    |—             |Pure Power    |
 70|Weepinbell      |GRASS/POISON     |  65|  90|  50|  85|  45|  55|Anticipation  |Desolate Land |Plus          |Pearl String (common)
 71|Victreebel      |GRASS/POISON     |  80| 105|  65| 100|  70|  70|Flower Veil   |—             |Friend Guard  |
 72|Tentacool       |WATER/POISON     |  40|  40|  35|  50| 100|  70|Mega Launcher |Aerilate      |Battle Armor  |
 73|Tentacruel      |WATER/POISON     |  80|  70|  65|  80| 120| 100|Dark Aura     |—             |Snow Warning  |Root Fossil (100%)
 74|Geodude         |ROCK/GROUND      |  40|  80| 100|  30|  30|  20|Light Metal   |Solid Rock    |Poison Point  |
 75|Graveler        |ROCK/GROUND      |  55|  95| 115|  45|  45|  35|Unaware       |—             |No Guard      |Sceptilite (common)
 76|Golem           |ROCK/GROUND      |  80| 120| 130|  55|  65|  45|Hustle        |—             |Contrary      |Grip Claw (common), Timer Ball (rare)
 77|Ponyta          |FIRE             |  50|  85|  55|  65|  65|  90|Moxie         |Solar Power   |Regenerator   |Power Weight (common), Gardevoirite (rare)
 78|Rapidash        |FIRE             |  65| 100|  70|  80|  80| 105|Flower Veil   |—             |Parental Bond |
 79|Slowpoke        |WATER/PSYCHIC    |  90|  65|  65|  40|  40|  15|Simple        |Blaze         |Turboblaze    |Yache Berry (100%)
 80|Slowbro         |WATER/PSYCHIC    |  95|  75| 110| 100|  80|  30|Delta Stream  |—             |Unaware       |
 81|Magnemite       |ELECTRIC/STEEL   |  25|  35|  70|  95|  55|  45|Cloud Nine    |Normalize     |Simple        |X Attack (common)
 82|Magneton        |ELECTRIC/STEEL   |  50|  60|  95| 120|  70|  70|Aura Break    |—             |Tangled Feet  |Salac Berry (common)
 83|Farfetch’d      |NORMAL/FLYING    |  52|  65|  55|  58|  62|  60|Levitate      |Tangled Feet  |Trace         |Power Lens (rare)
 84|Doduo           |NORMAL/FLYING    |  35|  85|  45|  35|  35|  75|Shed Skin     |Harvest       |Snow Cloak    |Sharp Beak (common), Quick Ball (rare)
 85|Dodrio          |NORMAL/FLYING    |  60| 110|  70|  60|  60| 100|Imposter      |—             |Illuminate    |Manectite (rare)
 86|Seel            |WATER            |  65|  45|  55|  45|  70|  45|Flame Body    |—             |Cheek Pouch   |
 87|Dewgong         |WATER/ICE        |  90|  70|  80|  70|  95|  70|Teravolt      |—             |Inner Focus   |
 88|Grimer          |POISON           |  80|  80|  50|  40|  50|  25|Insomnia      |Water Veil    |Damp          |Dubious Disc (common)
 89|Muk             |POISON           | 105| 105|  75|  65| 100|  50|Shell Armor   |Magma Armor   |Slow Start    |Flying Gem (common), Quick Ball (rare)
 90|Shellder        |WATER            |  30|  65| 100|  45|  25|  40|Sweet Veil    |Drought       |Sniper        |
 91|Cloyster        |WATER/ICE        |  50|  95| 180|  85|  45|  70|Justified     |—             |Sheer Force   |
 92|Gastly          |GHOST/POISON     |  30|  35|  30| 100|  35|  80|Mega Launcher |Harvest       |Quick Feet    |
 93|Haunter         |GHOST/POISON     |  45|  50|  45| 115|  55|  95|Poison Touch  |Victory Star  |Skill Link    |Heracronite (common)
 94|Gengar          |GHOST/POISON     |  60|  65|  60| 130|  75| 110|Moody         |—             |Vital Spirit  |
 95|Onix            |ROCK/GROUND      |  35|  45| 160|  30|  45|  70|Own Tempo     |Thick Fat     |Victory Star  |Roseli Berry (common)
 96|Drowzee         |PSYCHIC          |  60|  48|  45|  43|  90|  42|Sand Stream   |Rivalry       |Overcoat      |
 97|Hypno           |PSYCHIC          |  85|  73|  70|  73| 115|  67|Huge Power    |Intimidate    |Synchronize   |Ground Gem (rare)
 98|Krabby          |WATER            |  30| 105|  90|  25|  25|  50|Drizzle       |Drought       |Sturdy        |
 99|Kingler         |WATER            |  55| 130| 115|  50|  50|  75|Vital Spirit  |—             |Early Bird    |
100|Voltorb         |ELECTRIC         |  40|  30|  50|  55|  55| 100|Sticky Hold   |Analytic      |Leaf Guard    |
101|Electrode       |ELECTRIC         |  60|  50|  70|  80|  80| 140|Prankster     |Swift Swim    |Simple        |Payapa Berry (common)
102|Exeggcute       |GRASS/PSYCHIC    |  60|  40|  80|  60|  45|  40|Marvel Scale  |Fairy Aura    |Regenerator   |
103|Exeggutor       |GRASS/PSYCHIC    |  95|  95|  85| 125|  65|  55|Vital Spirit  |—             |Pure Power    |
104|Cubone          |GROUND           |  50|  50|  95|  40|  50|  35|Aura Break    |—             |Solar Power   |Dome Fossil (rare)
105|Marowak         |GROUND           |  60|  80| 110|  50|  80|  45|Magma Armor   |Klutz         |Fairy Aura    |
106|Hitmonlee       |FIGHTING         |  50| 120|  53|  35| 110|  87|Mummy         |Damp          |Mold Breaker  |Charcoal (common)
107|Hitmonchan      |FIGHTING         |  50| 105|  79|  35| 110|  76|Weak Armor    |—             |Honey Gather  |
108|Lickitung       |NORMAL           |  90|  55|  75|  60|  75|  30|Natural Cure  |—             |Sheer Force   |
109|Koffing         |POISON           |  40|  65|  95|  60|  45|  35|Protean       |Rivalry       |Flare Boost   |Shell Bell (common)
110|Weezing         |POISON           |  65|  90| 120|  85|  70|  60|Sweet Veil    |—             |Stall         |
111|Rhyhorn         |GROUND/ROCK      |  80|  85|  95|  30|  30|  25|Cute Charm    |—             |Gluttony      |
112|Rhydon          |GROUND/ROCK      | 105| 130| 120|  45|  45|  40|Scrappy       |Insomnia      |Drizzle       |Ice Gem (common)
113|Chansey         |NORMAL           | 250|   5|   5|  35| 105|  50|Effect Spore  |—             |Keen Eye      |
114|Tangela         |GRASS            |  65|  55| 115| 100|  40|  60|Minus         |—             |Insomnia      |
115|Kangaskhan      |NORMAL           | 105|  95|  80|  40|  80|  90|Unaware       |—             |Own Tempo     |
116|Horsea          |WATER            |  30|  40|  70|  70|  25|  60|Aroma Veil    |Sand Stream   |Pickpocket    |
117|Seadra          |WATER            |  55|  65|  95|  95|  45|  85|Overcoat      |—             |Parental Bond |Wise Glasses (rare)
118|Goldeen         |WATER            |  45|  67|  60|  35|  50|  63|Soundproof    |—             |Flash Fire    |
119|Seaking         |WATER            |  80|  92|  65|  65|  80|  68|Water Veil    |Symbiosis     |Filter        |
120|Staryu          |WATER            |  30|  45|  55|  70|  55|  85|Unburden      |Telepathy     |Overgrow      |
121|Starmie         |WATER/PSYCHIC    |  60|  75|  85| 100|  85| 115|Drought       |—             |Skill Link    |
122|Mr. Mime        |PSYCHIC/FAIRY    |  40|  45|  65| 100| 120|  90|Hydration     |Chlorophyll   |Tangled Feet  |
123|Scyther         |BUG/FLYING       |  70| 110|  80|  55|  80| 105|Hyper Cutter  |—             |Simple        |
124|Jynx            |ICE/PSYCHIC      |  65|  50|  35| 115|  95|  95|Air Lock      |Gooey         |Chlorophyll   |Soothe Bell (common)
125|Electabuzz      |ELECTRIC         |  65|  83|  57|  95|  85| 105|Color Change  |Overcoat      |Teravolt      |Helix Fossil (rare)
126|Magmar          |FIRE             |  65|  95|  57| 100|  85|  93|Big Pecks     |Primordial Sea|Wonder Skin   |
127|Pinsir          |BUG              |  65| 125| 100|  55|  70|  85|Thick Fat     |Huge Power    |Unaware       |
128|Tauros          |NORMAL           |  75| 100|  95|  40|  70| 110|Trace         |Clear Body    |Tough Claws   |
129|Magikarp        |WATER            |  20|  10|  55|  15|  20|  80|Regenerator   |Skill Link    |Huge Power    |
130|Gyarados        |WATER/FLYING     |  95| 125|  79|  60| 100|  81|Grass Pelt    |Forewarn      |Rough Skin    |Eviolite (common)
131|Lapras          |WATER/ICE        | 130|  85|  80|  85|  95|  60|Marvel Scale  |Ice Body      |Rivalry       |Black Glasses (100%)
132|Ditto           |NORMAL           |  48|  48|  48|  48|  48|  48|Drizzle       |—             |Slow Start    |Cheri Berry (common)
133|Eevee           |NORMAL           |  55|  55|  50|  45|  65|  55|Forewarn      |Sweet Veil    |Imposter      |
134|Vaporeon        |WATER            | 130|  65|  60| 110|  95|  65|Honey Gather  |Huge Power    |Symbiosis     |
135|Jolteon         |ELECTRIC         |  65|  65|  60| 110|  95| 130|Bad Dreams    |—             |Sand Rush     |X Speed (rare)
136|Flareon         |FIRE             |  65| 130|  60|  95| 110|  65|Air Lock      |Mold Breaker  |Sand Rush     |White Herb (common)
137|Porygon         |NORMAL           |  65|  60|  70|  85|  75|  40|Shed Skin     |Filter        |Steadfast     |
138|Omanyte         |ROCK/WATER       |  35|  40| 100|  90|  55|  35|Victory Star  |Shell Armor   |Unnerve       |Super Repel (common)
139|Omastar         |ROCK/WATER       |  70|  60| 125| 115|  70|  55|Clear Body    |—             |Mega Launcher |Deep Sea Scale (100%)
140|Kabuto          |ROCK/WATER       |  30|  80|  90|  55|  45|  55|Delta Stream  |—             |Tangled Feet  |
141|Kabutops        |ROCK/WATER       |  60| 115| 105|  65|  70|  80|Trace         |Weak Armor    |Rough Skin    |
142|Aerodactyl      |ROCK/FLYING      |  80| 105|  65|  60|  75| 130|Snow Warning  |—             |Run Away      |Light Clay (rare)
143|Snorlax         |NORMAL           | 160| 110|  65|  65| 110|  30|Aroma Veil    |Keen Eye      |Clear Body    |Rindo Berry (100%)
144|Articuno        |ICE/FLYING       |  90|  85| 100|  95| 125|  85|Sand Veil     |Refrigerate   |Simple        |Mewtwonite X (common), Everstone (rare)
145|Zapdos          |ELECTRIC/FLYING  |  90|  90|  85| 125|  90| 100|Snow Cloak    |—             |Reckless      |
146|Moltres         |FIRE/FLYING      |  90| 100|  90| 125|  85|  90|Scrappy       |—             |Technician    |
147|Dratini         |DRAGON           |  41|  64|  45|  50|  50|  50|Tinted Lens   |Guts          |Color Change  |Ice Gem (rare)
148|Dragonair       |DRAGON           |  61|  84|  65|  70|  70|  70|Defiant       |Aftermath     |Infiltrator   |
149|Dragonite       |DRAGON/FLYING    |  91| 134|  95| 100| 100|  80|Leaf Guard    |—             |Intimidate    |
150|Mewtwo          |PSYCHIC          | 106| 110|  90| 154|  90| 130|Trace         |Rock Head     |Fur Coat      |
151|Mew             |PSYCHIC          | 100| 100| 100| 100| 100| 100|Cursed Body   |Reckless      |Leaf Guard    |Skull Fossil (100%)
152|Chikorita       |GRASS            |  45|  49|  65|  49|  65|  45|Slow Start    |—             |Lightning Rod |Armor Fossil (100%)
153|Bayleef         |GRASS            |  60|  62|  80|  63|  80|  60|Sniper        |—             |Unaware       |Salac Berry (common), X Accuracy (rare)
154|Meganium        |GRASS            |  80|  82| 100|  83| 100|  80|Moody         |Plus          |Serene Grace  |
155|Cyndaquil       |FIRE             |  39|  52|  43|  60|  50|  65|Filter        |Limber        |Tangled Feet  |
156|Quilava         |FIRE             |  58|  64|  58|  80|  65|  80|Steadfast     |—             |Prankster     |Escape Rope (common)
157|Typhlosion      |FIRE             |  78|  84|  78| 109|  85| 100|Truant        |Dry Skin      |Stench        |
158|Totodile        |WATER            |  50|  65|  64|  44|  48|  43|Unnerve       |Pickpocket    |Clear Body    |
159|Croconaw        |WATER            |  65|  80|  80|  59|  63|  58|Prankster     |—             |Anticipation  |Zap Plate (common)
160|Feraligatr      |WATER            |  85| 105| 100|  79|  83|  78|Reckless      |Magic Guard   |Refrigerate   |
161|Sentret         |NORMAL           |  35|  46|  34|  35|  45|  20|Sand Veil     |—             |Aroma Veil    |
162|Furret          |NORMAL           |  85|  76|  64|  45|  55|  90|Sturdy        |Flash Fire    |Pixilate      |Eject Button (common), Dusk Stone (rare)
163|Hoothoot        |NORMAL/FLYING    |  60|  30|  30|  36|  56|  50|Rock Head     |Cute Charm    |Sheer Force   |
164|Noctowl         |NORMAL/FLYING    | 100|  50|  50|  76|  96|  70|Forewarn      |—             |Light Metal   |Lopunnite (common), Meadow Plate (rare)
165|Ledyba          |BUG/FLYING       |  40|  20|  30|  40|  80|  55|Anger Point   |Strong Jaw    |Cloud Nine    |
166|Ledian          |BUG/FLYING       |  55|  35|  50|  55| 110|  85|White Smoke   |Aftermath     |Sticky Hold   |Casteliacone (rare)
167|Spinarak        |BUG/POISON       |  40|  60|  40|  40|  40|  30|Parental Bond |—             |Aftermath     |
168|Ariados         |BUG/POISON       |  70|  90|  70|  60|  60|  40|Mega Launcher |Dry Skin      |Toxic Boost   |
169|Crobat          |POISON/FLYING    |  85|  90|  80|  70|  80| 130|Rivalry       |Damp          |Sticky Hold   |Shoal Shell (common)
170|Chinchou        |WATER/ELECTRIC   |  75|  38|  38|  56|  56|  67|White Smoke   |Snow Warning  |Cloud Nine    |Aerodactylite (common), Metagrossite (rare)
171|Lanturn         |WATER/ELECTRIC   | 125|  58|  58|  76|  76|  67|Tangled Feet  |—             |Weak Armor    |
172|Pichu           |ELECTRIC         |  20|  40|  15|  35|  35|  60|Simple        |—             |Hustle        |Dread Plate (100%)
173|Cleffa          |FAIRY            |  50|  25|  28|  45|  55|  15|Regenerator   |—             |Minus         |
174|Igglybuff       |NORMAL/FAIRY     |  90|  30|  15|  40|  20|  15|Magician      |—             |Skill Link    |Fresh Water (common), Helix Fossil (rare)
175|Togepi          |FAIRY            |  35|  20|  65|  40|  65|  20|Sweet Veil    |Shell Armor   |White Smoke   |
176|Togetic         |FAIRY/FLYING     |  55|  40|  85|  80| 105|  40|Own Tempo     |—             |Unburden      |
177|Natu            |PSYCHIC/FLYING   |  40|  50|  45|  70|  45|  70|Parental Bond |—             |Minus         |Black Flute (common), Binding Band (rare)
178|Xatu            |PSYCHIC/FLYING   |  65|  75|  70|  95|  70|  95|Unaware       |Sand Force    |Drought       |X Defense (common)
179|Mareep          |ELECTRIC         |  55|  40|  40|  65|  45|  35|Flame Body    |—             |Unaware       |Cover Fossil (common), Casteliacone (rare)
180|Flaaffy         |ELECTRIC         |  70|  55|  55|  80|  60|  45|Victory Star  |—             |Speed Boost   |Moon Stone (rare)
181|Ampharos        |ELECTRIC         |  90|  75|  85| 115|  90|  55|Teravolt      |Iron Fist     |Poison Heal   |
182|Bellossom       |GRASS            |  75|  80|  95|  90| 100|  50|Thick Fat     |—             |Scrappy       |
183|Marill          |WATER/FAIRY      |  70|  20|  50|  20|  50|  40|Liquid Ooze   |Magic Guard   |Water Veil    |Leaf Stone (common), Soft Sand (rare)
184|Azumarill       |WATER/FAIRY      | 100|  50|  80|  60|  80|  50|Reckless      |—             |Dark Aura     |
185|Sudowoodo       |ROCK             |  70| 100| 115|  30|  65|  30|Unnerve       |Tangled Feet  |Normalize     |Enigma Berry (common)
186|Politoed        |WATER            |  90|  75|  75|  90| 100|  70|Keen Eye      |—             |Delta Stream  |
187|Hoppip          |GRASS/FLYING     |  35|  35|  40|  35|  55|  50|Aura Break    |—             |Marvel Scale  |White Herb (common), Full Heal (rare)
188|Skiploom        |GRASS/FLYING     |  55|  45|  50|  45|  65|  80|Dark Aura     |—             |Flower Veil   |
189|Jumpluff        |GRASS/FLYING     |  75|  55|  70|  55|  95| 110|Snow Cloak    |—             |Ice Body      |Sky Plate (100%)
190|Aipom           |NORMAL           |  55|  70|  55|  40|  55|  85|Minus         |Iron Barbs    |Simple        |Reaper Cloth (rare)
191|Sunkern         |GRASS            |  30|  30|  30|  30|  30|  30|Own Tempo     |—             |Bad Dreams    |Shock Drive (common)
192|Sunflora        |GRASS            |  75|  75|  55| 105|  85|  30|Aroma Veil    |Inner Focus   |Swift Swim    |
193|Yanma           |BUG/FLYING       |  65|  65|  45|  75|  45|  95|Cute Charm    |Illusion      |Rough Skin    |
194|Wooper          |WATER/GROUND     |  55|  45|  45|  25|  25|  15|Shell Armor   |Sweet Veil    |Poison Point  |Magmarizer (rare)
195|Quagsire        |WATER/GROUND     |  95|  85|  85|  65|  65|  35|Rock Head     |—             |Unaware       |Pecha Berry (rare)
196|Espeon          |PSYCHIC          |  65|  65|  60| 130|  95| 110|Flower Veil   |—             |Poison Touch  |
197|Umbreon         |DARK             |  95|  65| 110|  60| 130|  65|Rock Head     |Motor Drive   |Protean       |
198|Murkrow         |DARK/FLYING      |  60|  85|  42|  85|  42|  91|Mold Breaker  |—             |Moody         |Safety Goggles (common), Rose Incense (rare)
199|Slowking        |WATER/PSYCHIC    |  95|  75|  80| 100| 110|  30|Poison Point  |Poison Heal   |Klutz         |
200|Misdreavus      |GHOST            |  60|  60|  60|  85|  85|  85|Magic Guard   |Rattled       |Infiltrator   |
201|Unown           |PSYCHIC          |  48|  72|  48|  72|  48|  48|Wonder Skin   |—             |Analytic      |Energy Root (common)
202|Wobbuffet       |PSYCHIC          | 190|  33|  58|  33|  58|  33|Clear Body    |—             |Analytic      |Max Revive (common), Yache Berry (rare)
203|Girafarig       |NORMAL/PSYCHIC   |  70|  80|  65|  90|  65|  85|Gale Wings    |—             |Imposter      |Ground Gem (rare)
204|Pineco          |BUG              |  50|  65|  90|  35|  35|  15|Healer        |Moody         |Storm Drain   |Deep Sea Tooth (common)
205|Forretress      |BUG/STEEL        |  75|  90| 140|  60|  60|  40|Heavy Metal   |—             |Imposter      |Dusk Ball (100%)
206|Dunsparce       |NORMAL           | 100|  70|  70|  65|  65|  45|No Guard      |Primordial Sea|Aftermath     |Manectite (common)
207|Gligar          |GROUND/FLYING    |  65|  75| 105|  35|  65|  85|Sticky Hold   |—             |Scrappy       |Focus Sash (100%)
208|Steelix         |STEEL/GROUND     |  75|  85| 200|  55|  65|  30|Synchronize   |—             |Fur Coat      |Safari Ball (rare)
209|Snubbull        |FAIRY            |  60|  80|  50|  40|  40|  30|Lightning Rod |—             |Slow Start    |Grass Gem (common), Alakazite (rare)
210|Granbull        |FAIRY            |  90| 120|  75|  60|  60|  45|Levitate      |Intimidate    |Rock Head     |
211|Qwilfish        |WATER/POISON     |  65|  95|  75|  55|  55|  85|Vital Spirit  |Defeatist     |Swarm         |Pearl (common)
