Randomizer Version: 4.6.1
Random Seed: 154733336414037
Settings String: 322IwgkEQIBAAQABwAEAAKoJBkCKgEAFAAVCQABAAAAAAMAAAAIMgQyAQAICTIHBwAyAAIQElBva2Vtb24gT21lZ2EgUnVieW+FdYfjwziK

--Move Updates--
Made RAZOR WIND have 100% accuracy
Made SWORDS DANCE have 20 PP
Made FLY have 90 power
Made BIND have 85% accuracy
Made VINE WHIP have 45 power and 25 PP
Made JUMP KICK have 100 power and 10 PP
Made TACKLE have 40 power and 100% accuracy
Made WRAP have 90% accuracy
Made THRASH have 120 power and 10 PP
Made PIN MISSILE have 25 power and 95% accuracy
Made DISABLE have 100% accuracy
Made FLAMETHROWER have 90 power
Made HYDRO PUMP have 110 power
Made SURF have 90 power
Made ICE BEAM have 90 power
Made BLIZZARD have 110 power
Made SUBMISSION have 20 PP
Made LOW KICK have 100% accuracy
Made ABSORB have 25 PP
Made MEGA DRAIN have 15 PP
Made GROWTH have 20 PP
Made PETAL DANCE have 120 power and 10 PP
Made FIRE SPIN have 35 power and 85% accuracy
Made THUNDERBOLT have 90 power
Made THUNDER WAVE have 90% accuracy
Made THUNDER have 110 power
Made DIG have 80 power
Made TOXIC have 90% accuracy
Made RECOVER have 10 PP
Made MINIMIZE have 10 PP
Made BARRIER have 20 PP
Made LICK have 30 power
Made SMOG have 30 power
Made FIRE BLAST have 110 power
Made CLAMP have 15 PP and 85% accuracy
Made SKULL BASH have 130 power and 10 PP
Made HI JUMP KICK have 130 power and 10 PP
Made GLARE have 100% accuracy
Made POISON GAS have 90% accuracy
Made LEECH LIFE have 80 power and 10 PP
Made BUBBLE have 40 power
Made FLASH have 100% accuracy
Made PSYWAVE have 100% accuracy
Made ACID ARMOR have 20 PP
Made CRABHAMMER have 100 power and 90% accuracy
Made THIEF have 60 power and 25 PP
Made SNORE have 50 power
Made CURSE be GHOST-type
Made COTTON SPORE have 100% accuracy
Made SCARY FACE have 100% accuracy
Made ZAP CANNON have 120 power
Made BONE RUSH have 90% accuracy
Made OUTRAGE have 120 power and 10 PP
Made GIGA DRAIN have 75 power and 10 PP
Made SWAGGER have 85% accuracy
Made FURY CUTTER have 40 power
Made FUTURE SIGHT have 120 power, 10 PP and 100% accuracy
Made ROCK SMASH have 40 power
Made WHIRLPOOL have 35 power and 85% accuracy

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ITEM
 27|SANDSHREW    |GROUND           |  50|  75|  85|  20|  30|  40|
 28|SANDSLASH    |GROUND           |  75| 100| 110|  45|  55|  65|SMOKE BALL (rare)
 29|NIDORAN♀     |POISON           |  55|  47|  52|  40|  40|  41|
 30|NIDORINA     |POISON           |  70|  62|  67|  55|  55|  56|GOLD BERRY (common), TM12 (rare)
 31|NIDOQUEEN    |POISON/GROUND    |  90|  82|  87|  75|  85|  76|CLEANSE TAG (rare)
 32|NIDORAN♂     |POISON           |  46|  57|  40|  40|  40|  50|
 33|NIDORINO     |POISON           |  61|  72|  57|  55|  55|  65|
 34|NIDOKING     |POISON/GROUND    |  81|  92|  77|  85|  75|  85|ENERGYPOWDER (common), CHARCOAL (rare)
 35|CLEFAIRY     |NORMAL           |  70|  45|  48|  60|  65|  35|MAX REVIVE (common), METAL COAT (rare)
 36|CLEFABLE     |NORMAL           |  95|  70|  73|  85|  90|  60|
 37|VULPIX       |FIRE             |  38|  41|  40|  50|  65|  65|QUICK CLAW (common), DRAGON SCALE (rare)
 38|NINETALES    |FIRE             |  73|  76|  75|  81| 100| 100|TM21 (common), PARK BALL (rare)
 39|JIGGLYPUFF   |NORMAL           | 115|  45|  20|  45|  25|  20|DIRE HIT (common), EVERSTONE (rare)
 40|WIGGLYTUFF   |NORMAL           | 140|  70|  45|  75|  50|  45|[POKé] BALL (common), STARDUST (rare)
 41|ZUBAT        |POISON/FLYING    |  40|  45|  35|  30|  40|  55|PEARL (common)
 42|GOLBAT       |POISON/FLYING    |  75|  80|  70|  65|  75|  90|SHARP BEAK (common)
 43|ODDISH       |GRASS/POISON     |  45|  50|  55|  75|  65|  30|
 44|GLOOM        |GRASS/POISON     |  60|  65|  70|  85|  75|  40|FRIEND BALL (common), TM18 (rare)
 45|VILEPLUME    |GRASS/POISON     |  75|  80|  85| 100|  90|  50|DIRE HIT (common)
 46|PARAS        |BUG/GRASS        |  35|  70|  55|  45|  55|  25|
 47|PARASECT     |BUG/GRASS        |  60|  95|  80|  60|  80|  30|
 48|VENONAT      |BUG/POISON       |  60|  55|  50|  40|  55|  45|
 49|VENOMOTH     |BUG/POISON       |  70|  65|  60|  90|  75|  90|FIRE STONE (common)
 50|DIGLETT      |GROUND           |  10|  55|  25|  35|  45|  95|
 51|DUGTRIO      |GROUND           |  35|  80|  50|  50|  70| 120|
 52|MEOWTH       |NORMAL           |  40|  45|  35|  40|  40|  90|
 53|PERSIAN      |NORMAL           |  65|  70|  60|  65|  65| 115|TM24 (rare)
 54|PSYDUCK      |WATER            |  50|  52|  48|  65|  50|  55|PEARL (common), REPEL (rare)
 55|GOLDUCK      |WATER            |  80|  82|  78|  95|  80|  85|
 56|MANKEY       |FIGHTING         |  40|  80|  35|  35|  45|  70|POTION (common)
 57|PRIMEAPE     |FIGHTING         |  65| 105|  60|  60|  70|  95|
 58|GROWLITHE    |FIRE             |  55|  70|  45|  70|  50|  60|TM21 (common)
 59|ARCANINE     |FIRE             |  90| 110|  80| 100|  80|  95|
 60|POLIWAG      |WATER            |  40|  50|  40|  40|  40|  90|X SPEED (common), AWAKENING (rare)
 61|POLIWHIRL    |WATER            |  65|  65|  65|  50|  50|  90|
 62|POLIWRATH    |WATER/FIGHTING   |  90|  85|  95|  70|  90|  70|TM32 (common), TM03 (rare)
 63|ABRA         |PSYCHIC          |  25|  20|  15| 105|  55|  90|
 64|KADABRA      |PSYCHIC          |  40|  35|  30| 120|  70| 105|HEAVY BALL (common), FULL HEAL (rare)
 65|ALAKAZAM     |PSYCHIC          |  55|  50|  45| 135|  85| 120|
 66|MACHOP       |FIGHTING         |  70|  80|  50|  35|  35|  35|SILVERPOWDER (common), ULTRA BALL (rare)
 67|MACHOKE      |FIGHTING         |  80| 100|  70|  50|  60|  45|
 68|MACHAMP      |FIGHTING         |  90| 130|  80|  65|  85|  55|LEMONADE (common), TM22 (rare)
 69|BELLSPROUT   |GRASS/POISON     |  50|  75|  35|  70|  30|  40|FAST BALL (common)
 70|WEEPINBELL   |GRASS/POISON     |  65|  90|  50|  85|  45|  55|POISON BARB (common)
 71|VICTREEBEL   |GRASS/POISON     |  80| 105|  65| 100|  60|  70|PRZCUREBERRY (rare)
 72|TENTACOOL    |WATER/POISON     |  40|  40|  35|  50| 100|  70|ULTRA BALL (rare)
 73|TENTACRUEL   |WATER/POISON     |  80|  70|  65|  80| 120| 100|BIG PEARL (rare)
 74|GEODUDE      |ROCK/GROUND      |  40|  80| 100|  30|  30|  20|
 75|GRAVELER     |ROCK/GROUND      |  55|  95| 115|  45|  45|  35|MOOMOO MILK (rare)
 76|GOLEM        |ROCK/GROUND      |  80| 110| 130|  55|  65|  45|TM24 (common), MIRACLE SEED (rare)
 77|PONYTA       |FIRE             |  50|  85|  55|  65|  65|  90|
 78|RAPIDASH     |FIRE             |  65| 100|  70|  80|  80| 105|CHARCOAL (common)
 79|SLOWPOKE     |WATER/PSYCHIC    |  90|  65|  65|  40|  40|  15|
 80|SLOWBRO      |WATER/PSYCHIC    |  95|  75| 110| 100|  80|  30|TM04 (common)
 81|MAGNEMITE    |ELECTRIC/STEEL   |  25|  35|  70|  95|  55|  45|MOOMOO MILK (rare)
 82|MAGNETON     |ELECTRIC/STEEL   |  50|  60|  95| 120|  70|  70|
 83|FARFETCH'D   |NORMAL/FLYING    |  52|  65|  55|  58|  62|  60|
 84|DODUO        |NORMAL/FLYING    |  35|  85|  45|  35|  35|  75|HEAL POWDER (common), ICE HEAL (rare)
 85|DODRIO       |NORMAL/FLYING    |  60| 110|  70|  60|  60| 100|
 86|SEEL         |WATER            |  65|  45|  55|  45|  70|  45|
 87|DEWGONG      |WATER/ICE        |  90|  70|  80|  70|  95|  70|TM38 (common), TM18 (rare)
 88|GRIMER       |POISON           |  80|  80|  50|  40|  50|  25|METAL COAT (common), GUARD SPEC. (rare)
 89|MUK          |POISON           | 105| 105|  75|  65| 100|  50|TM34 (rare)
 90|SHELLDER     |WATER            |  30|  65| 100|  45|  25|  40|TM26 (common), PARK BALL (rare)
 91|CLOYSTER     |WATER/ICE        |  50|  95| 180|  85|  45|  70|TM50 (rare)
 92|GASTLY       |GHOST/POISON     |  30|  35|  30| 100|  35|  80|
 93|HAUNTER      |GHOST/POISON     |  45|  50|  45| 115|  55|  95|
 94|GENGAR       |GHOST/POISON     |  60|  65|  60| 130|  75| 110|PRZCUREBERRY (common)
 95|ONIX         |ROCK/GROUND      |  35|  45| 160|  30|  45|  70|SLOWPOKETAIL (rare)
 96|DROWZEE      |PSYCHIC          |  60|  48|  45|  43|  90|  42|ICE BERRY (common)
 97|HYPNO        |PSYCHIC          |  85|  73|  70|  73| 115|  67|TM10 (common), FULL HEAL (rare)
 98|KRABBY       |WATER            |  30| 105|  90|  25|  25|  50|POISON BARB (rare)
 99|KINGLER      |WATER            |  55| 130| 115|  50|  50|  75|
100|VOLTORB      |ELECTRIC         |  40|  30|  50|  55|  55| 100|
101|ELECTRODE    |ELECTRIC         |  60|  50|  70|  80|  80| 140|HEAVY BALL (common)
102|EXEGGCUTE    |GRASS/PSYCHIC    |  60|  40|  80|  60|  45|  40|MYSTIC WATER (rare)
103|EXEGGUTOR    |GRASS/PSYCHIC    |  95|  95|  85| 125|  65|  55|
104|CUBONE       |GROUND           |  50|  50|  95|  40|  50|  35|
105|MAROWAK      |GROUND           |  60|  80| 110|  50|  80|  45|
106|HITMONLEE    |FIGHTING         |  50| 120|  53|  35| 110|  87|SPELL TAG (rare)
107|HITMONCHAN   |FIGHTING         |  50| 105|  79|  35| 110|  76|RAGECANDYBAR (common)
108|LICKITUNG    |NORMAL           |  90|  55|  75|  60|  75|  30|BIG PEARL (common)
109|KOFFING      |POISON           |  40|  65|  95|  60|  45|  35|
110|WEEZING      |POISON           |  65|  90| 120|  85|  70|  60|DRAGON SCALE (common)
111|RHYHORN      |GROUND/ROCK      |  80|  85|  95|  30|  30|  25|FULL RESTORE (common), NEVERMELTICE (rare)
112|RHYDON       |GROUND/ROCK      | 105| 130| 120|  45|  45|  40|SMOKE BALL (rare)
113|CHANSEY      |NORMAL           | 250|   5|   5|  35| 105|  50|TM50 (common)
114|TANGELA      |GRASS            |  65|  55| 115| 100|  40|  60|
115|KANGASKHAN   |NORMAL           | 105|  95|  80|  40|  80|  90|TM22 (common), TM15 (rare)
116|HORSEA       |WATER            |  30|  40|  70|  70|  25|  60|X SPEED (rare)
117|SEADRA       |WATER            |  55|  65|  95|  95|  45|  85|
118|GOLDEEN      |WATER            |  45|  67|  60|  35|  50|  63|DIRE HIT (rare)
119|SEAKING      |WATER            |  80|  92|  65|  65|  80|  68|
120|STARYU       |WATER            |  30|  45|  55|  70|  55|  85|CARBOS (rare)
121|STARMIE      |WATER/PSYCHIC    |  60|  75|  85| 100|  85| 115|TM49 (common), TM16 (rare)
122|MR.MIME      |PSYCHIC          |  40|  45|  65| 100| 120|  90|MOON BALL (common), TM02 (rare)
123|SCYTHER      |BUG/FLYING       |  70| 110|  80|  55|  80| 105|
124|JYNX         |ICE/PSYCHIC      |  65|  50|  35| 115|  95|  95|
125|ELECTABUZZ   |ELECTRIC         |  65|  83|  57|  95|  85| 105|TM21 (common), TM17 (rare)
126|MAGMAR       |FIRE             |  65|  95|  57| 100|  85|  93|PEARL (common)
127|PINSIR       |BUG              |  65| 125| 100|  55|  70|  85|
128|TAUROS       |NORMAL           |  75| 100|  95|  40|  70| 110|
129|MAGIKARP     |WATER            |  20|  10|  55|  15|  20|  80|TM36 (common), PARLYZ HEAL (rare)
130|GYARADOS     |WATER/FLYING     |  95| 125|  79|  60| 100|  81|
131|LAPRAS       |WATER/ICE        | 130|  85|  80|  85|  95|  60|TM50 (common)
132|DITTO        |NORMAL           |  48|  48|  48|  48|  48|  48|PEARL (common), FAST BALL (rare)
133|EEVEE        |NORMAL           |  55|  55|  50|  45|  65|  55|BRIGHTPOWDER (common), ETHER (rare)
134|VAPOREON     |WATER            | 130|  65|  60| 110|  95|  65|METAL COAT (common)
135|JOLTEON      |ELECTRIC         |  65|  65|  60| 110|  95| 130|MAX REPEL (common), ULTRA BALL (rare)
136|FLAREON      |FIRE             |  65| 130|  60|  95| 110|  65|
137|PORYGON      |NORMAL           |  65|  60|  70|  85|  75|  40|ICE HEAL (common)
138|OMANYTE      |ROCK/WATER       |  35|  40| 100|  90|  55|  35|
139|OMASTAR      |ROCK/WATER       |  70|  60| 125| 115|  70|  55|
140|KABUTO       |ROCK/WATER       |  30|  80|  90|  55|  45|  55|CARBOS (common)
141|KABUTOPS     |ROCK/WATER       |  60| 115| 105|  65|  70|  80|PARK BALL (common), X ATTACK (rare)
142|AERODACTYL   |ROCK/FLYING      |  80| 105|  65|  60|  75| 130|BERRY JUICE (common), RARE CANDY (rare)
143|SNORLAX      |NORMAL           | 160| 110|  65|  65| 110|  30|TM07 (rare)
144|ARTICUNO     |ICE/FLYING       |  90|  85| 100|  95| 125|  85|
145|ZAPDOS       |ELECTRIC/FLYING  |  90|  90|  85| 125|  90| 100|
146|MOLTRES      |FIRE/FLYING      |  90| 100|  90| 125|  85|  90|MIRACLE SEED (common)
147|DRATINI      |DRAGON           |  41|  64|  45|  50|  50|  50|PARLYZ HEAL (common)
148|DRAGONAIR    |DRAGON           |  61|  84|  65|  70|  70|  70|
149|DRAGONITE    |DRAGON/FLYING    |  91| 134|  95| 100| 100|  80|NEVERMELTICE (common), POLKADOT BOW (rare)
150|MEWTWO       |PSYCHIC          | 106| 110|  90| 154|  90| 130|BLACKBELT (common)
151|MEW          |PSYCHIC          | 100| 100| 100| 100| 100| 100|
152|CHIKORITA    |GRASS            |  45|  49|  65|  49|  65|  45|PARK BALL (common), TM26 (rare)
153|BAYLEEF      |GRASS            |  60|  62|  80|  63|  80|  60|
154|MEGANIUM     |GRASS            |  80|  82| 100|  83| 100|  80|
155|CYNDAQUIL    |FIRE             |  39|  52|  43|  60|  50|  65|
156|QUILAVA      |FIRE             |  58|  64|  58|  80|  65|  80|
157|TYPHLOSION   |FIRE             |  78|  84|  78| 109|  85| 100|BIG PEARL (common)
158|TOTODILE     |WATER            |  50|  65|  64|  44|  48|  43|
159|CROCONAW     |WATER            |  65|  80|  80|  59|  63|  58|
160|FERALIGATR   |WATER            |  85| 105| 100|  79|  83|  78|
161|SENTRET      |NORMAL           |  35|  46|  34|  35|  45|  20|GUARD SPEC. (rare)
162|FURRET       |NORMAL           |  85|  76|  64|  45|  55|  90|
163|HOOTHOOT     |NORMAL/FLYING    |  60|  30|  30|  36|  56|  50|
164|NOCTOWL      |NORMAL/FLYING    | 100|  50|  50|  76|  96|  70|TM29 (common), MINT BERRY (rare)
165|LEDYBA       |BUG/FLYING       |  40|  20|  30|  40|  80|  55|
166|LEDIAN       |BUG/FLYING       |  55|  35|  50|  55| 110|  85|
167|SPINARAK     |BUG/POISON       |  40|  60|  40|  40|  40|  30|DRAGON SCALE (common), TM49 (rare)
168|ARIADOS      |BUG/POISON       |  70|  90|  70|  60|  60|  40|
169|CROBAT       |POISON/FLYING    |  85|  90|  80|  70|  80| 130|[POKé] BALL (common), STARDUST (rare)
170|CHINCHOU     |WATER/ELECTRIC   |  75|  38|  38|  56|  56|  67|
171|LANTURN      |WATER/ELECTRIC   | 125|  58|  58|  76|  76|  67|
172|PICHU        |ELECTRIC         |  20|  40|  15|  35|  35|  60|
173|CLEFFA       |NORMAL           |  50|  25|  28|  45|  55|  15|
174|IGGLYBUFF    |NORMAL           |  90|  30|  15|  40|  20|  15|
175|TOGEPI       |NORMAL           |  35|  20|  65|  40|  65|  20|MAX REPEL (rare)
176|TOGETIC      |NORMAL/FLYING    |  55|  40|  85|  80| 105|  40|TM48 (common), POTION (rare)
177|NATU         |PSYCHIC/FLYING   |  40|  50|  45|  70|  45|  70|TM23 (common)
178|XATU         |PSYCHIC/FLYING   |  65|  75|  70|  95|  70|  95|LURE BALL (common), DIRE HIT (rare)
179|MAREEP       |ELECTRIC         |  55|  40|  40|  65|  45|  35|TM14 (common), TM29 (rare)
180|FLAAFFY      |ELECTRIC         |  70|  55|  55|  80|  60|  45|
181|AMPHAROS     |ELECTRIC         |  90|  75|  75| 115|  90|  55|TM27 (common)
182|BELLOSSOM    |GRASS            |  75|  80|  85|  90| 100|  50|
183|MARILL       |WATER            |  70|  20|  50|  20|  50|  40|
184|AZUMARILL    |WATER            | 100|  50|  80|  50|  80|  50|
185|SUDOWOODO    |ROCK             |  70| 100| 115|  30|  65|  30|HEAL POWDER (rare)
186|POLITOED     |WATER            |  90|  75|  75|  90| 100|  70|TM48 (rare)
187|HOPPIP       |GRASS/FLYING     |  35|  35|  40|  35|  55|  50|
188|SKIPLOOM     |GRASS/FLYING     |  55|  45|  50|  45|  65|  80|TM36 (common)
189|JUMPLUFF     |GRASS/FLYING     |  75|  55|  70|  55|  85| 110|
190|AIPOM        |NORMAL           |  55|  70|  55|  40|  55|  85|X ACCURACY (common), CHARCOAL (rare)
191|SUNKERN      |GRASS            |  30|  30|  30|  30|  30|  30|
192|SUNFLORA     |GRASS            |  75|  75|  55| 105|  85|  30|TM17 (common), MAX REPEL (rare)
193|YANMA        |BUG/FLYING       |  65|  65|  45|  75|  45|  95|REVIVAL HERB (common)
194|WOOPER       |WATER/GROUND     |  55|  45|  45|  25|  25|  15|
195|QUAGSIRE     |WATER/GROUND     |  95|  85|  85|  65|  65|  35|
196|ESPEON       |PSYCHIC          |  65|  65|  60| 130|  95| 110|
197|UMBREON      |DARK             |  95|  65| 110|  60| 130|  65|
198|MURKROW      |DARK/FLYING      |  60|  85|  42|  85|  42|  91|STAR PIECE (rare)
199|SLOWKING     |WATER/PSYCHIC    |  95|  75|  80| 100| 110|  30|SCOPE LENS (common), DRAGON SCALE (rare)
200|MISDREAVUS   |GHOST            |  60|  60|  60|  85|  85|  85|TM43 (common)
201|UNOWN        |PSYCHIC          |  48|  72|  48|  72|  48|  48|EXP.SHARE (rare)
202|WOBBUFFET    |PSYCHIC          | 190|  33|  58|  33|  58|  33|
203|GIRAFARIG    |NORMAL/PSYCHIC   |  70|  80|  65|  90|  65|  85|TM49 (rare)
204|PINECO       |BUG              |  50|  65|  90|  35|  35|  15|SLOWPOKETAIL (common), TM16 (rare)
205|FORRETRESS   |BUG/STEEL        |  75|  90| 140|  60|  60|  40|
206|DUNSPARCE    |NORMAL           | 100|  70|  70|  65|  65|  45|FRIEND BALL (rare)
207|GLIGAR       |GROUND/FLYING    |  65|  75| 105|  35|  65|  85|PRZCUREBERRY (rare)
208|STEELIX      |STEEL/GROUND     |  75|  85| 200|  55|  65|  30|
209|SNUBBULL     |NORMAL           |  60|  80|  50|  40|  40|  30|LUCKY EGG (common), TINYMUSHROOM (rare)
210|GRANBULL     |NORMAL           |  90| 120|  75|  60|  60|  45|
211|QWILFISH     |WATER/POISON     |  65|  95|  75|  55|  55|  85|
212|SCIZOR       |BUG/STEEL        |  70| 130| 100|  55|  80|  65|WATER STONE (common), FOCUS BAND (rare)
213|SHUCKLE      |BUG/ROCK         |  20|  10| 230|  10| 230|   5|CHARCOAL (common), NUGGET (rare)
214|HERACROSS    |BUG/FIGHTING     |  80| 125|  75|  40|  95|  85|
215|SNEASEL      |DARK/ICE         |  55|  95|  55|  35|  75| 115|
216|TEDDIURSA    |NORMAL           |  60|  80|  50|  50|  50|  40|
217|URSARING     |NORMAL           |  90| 130|  75|  75|  75|  55|
218|SLUGMA       |FIRE             |  40|  40|  40|  70|  40|  20|HP UP (rare)
219|MAGCARGO     |FIRE/ROCK        |  50|  50| 120|  80|  80|  30|TM30 (common), TM13 (rare)
220|SWINUB       |ICE/GROUND       |  50|  50|  40|  30|  30|  50|
221|PILOSWINE    |ICE/GROUND       | 100| 100|  80|  60|  60|  50|AWAKENING (common)
222|CORSOLA      |WATER/ROCK       |  55|  55|  85|  65|  85|  35|
223|REMORAID     |WATER            |  35|  65|  35|  65|  35|  65|THUNDERSTONE (rare)
224|OCTILLERY    |WATER            |  75| 105|  75| 105|  75|  45|TM08 (common)
225|DELIBIRD     |ICE/FLYING       |  45|  55|  45|  65|  45|  75|RAGECANDYBAR (rare)
226|MANTINE      |WATER/FLYING     |  65|  40|  70|  80| 140|  70|
227|SKARMORY     |STEEL/FLYING     |  65|  80| 140|  40|  70|  70|
228|HOUNDOUR     |DARK/FIRE        |  45|  60|  30|  80|  50|  65|GREAT BALL (rare)
229|HOUNDOOM     |DARK/FIRE        |  75|  90|  50| 110|  80|  95|NUGGET (common), X SPEED (rare)
230|KINGDRA      |WATER/DRAGON     |  75|  95|  95|  95|  95|  85|
231|PHANPY       |GROUND           |  90|  60|  60|  40|  40|  40|
232|DONPHAN      |GROUND           |  90| 120| 120|  60|  60|  50|TM05 (common), STAR PIECE (rare)
233|PORYGON2     |NORMAL           |  85|  80|  90| 105|  95|  60|POTION (common)
234|STANTLER     |NORMAL           |  73|  95|  62|  85|  65|  85|MAX REVIVE (common), LOVE BALL (rare)
235|SMEARGLE     |NORMAL           |  55|  20|  35|  20|  45|  75|MAX ETHER (common), HYPER POTION (rare)
236|TYROGUE      |FIGHTING         |  35|  35|  35|  35|  35|  35|SUPER POTION (common)
237|HITMONTOP    |FIGHTING         |  50|  95|  95|  35| 110|  70|
238|SMOOCHUM     |ICE/PSYCHIC      |  45|  30|  15|  85|  65|  65|SLOWPOKETAIL (common), MOOMOO MILK (rare)
239|ELEKID       |ELECTRIC         |  45|  63|  37|  65|  55|  95|TM41 (common)
240|MAGBY        |FIRE             |  45|  75|  37|  70|  55|  83|
241|MILTANK      |NORMAL           |  95|  80| 105|  40|  70| 100|
242|BLISSEY      |NORMAL           | 255|  10|  10|  75| 135|  55|TM31 (common)
243|RAIKOU       |ELECTRIC         |  90|  85|  75| 115| 100| 115|
244|ENTEI        |FIRE             | 115| 115|  85|  90|  75| 100|FULL RESTORE (common)
245|SUICUNE      |WATER            | 100|  75| 115|  90| 115|  85|
246|LARVITAR     |ROCK/GROUND      |  50|  64|  50|  45|  50|  41|
247|PUPITAR      |ROCK/GROUND      |  70|  84|  70|  65|  70|  51|TM21 (rare)
248|TYRANITAR    |ROCK/DARK        | 100| 134| 110|  95| 100|  61|TM47 (common), ANTIDOTE (rare)
249|LUGIA        |PSYCHIC/FLYING   | 106|  90| 130|  90| 154| 110|
250|HO-OH        |FIRE/FLYING      | 106| 130|  90| 110| 154|  90|SACRED ASH (common)
251|CELEBI       |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|

--Removing Impossible Evolutions--
