Randomizer Version: 4.6.1
Random Seed: 145436378429369
Settings String: 322IwgkEgIBAAQABwAEAAKoJBkCKgEAKgAVCQABEAAAAD8AAAAIMgQyAQAICTIHBwAyAAIQElBva2Vtb24gT21lZ2EgUnVieWMeSnzjwziK

--Move Updates--
Made Tackle have 40 power
Made Thunder Wave have 90% accuracy
Made Leech Life have 80 power and 10 PP
Made Swagger have 85% accuracy
Made Sucker Punch have 70 power
Made Dark Void have 50% accuracy
Made Flying Press have 100 power
Made Fell Stinger have 50 power
Made Parabolic Charge have 65 power
Made Water Shuriken a Special move
Made Mystical Fire have 75 power

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
 19|Rattata         |NORMAL           |  30|  56|  35|  25|  35|  72|Run Away      |Fairy Aura    |Rain Dish     |
 20|Raticate        |NORMAL           |  55|  81|  60|  50|  70|  97|Solar Power   |Dark Aura     |Run Away      |
 21|Spearow         |NORMAL/FLYING    |  40|  60|  30|  31|  31|  70|Sticky Hold   |—             |Pressure      |
 22|Fearow          |NORMAL/FLYING    |  65|  90|  65|  61|  61| 100|Gooey         |Aftermath     |Defeatist     |
 23|Ekans           |POISON           |  35|  60|  44|  40|  54|  55|Analytic      |—             |Steadfast     |
 24|Arbok           |POISON           |  60|  85|  69|  65|  79|  80|Aroma Veil    |—             |Flare Boost   |Pearl (common), Heart Scale (rare)
 25|Pikachu         |ELECTRIC         |  35|  55|  40|  50|  50|  90|Sweet Veil    |—             |Refrigerate   |Metagrossite (common)
 26|Raichu          |ELECTRIC         |  60|  90|  55|  90|  80| 110|Stench        |—             |Strong Jaw    |Repeat Ball (common)
 27|Sandshrew       |GROUND           |  50|  75|  85|  20|  30|  40|Desolate Land |Slow Start    |Cursed Body   |
 28|Sandslash       |GROUND           |  75| 100| 110|  45|  55|  65|Synchronize   |Stench        |Suction Cups  |Sablenite (common), Max Potion (rare)
 29|Nidoran♀        |POISON           |  55|  47|  52|  40|  40|  41|Damp          |Magic Guard   |Snow Warning  |Poké Ball (common)
 30|Nidorina        |POISON           |  70|  62|  67|  55|  55|  56|Tinted Lens   |Mega Launcher |Rough Skin    |
 31|Nidoqueen       |POISON/GROUND    |  90|  92|  87|  75|  85|  76|Tangled Feet  |Tinted Lens   |Levitate      |Flying Gem (common)
 32|Nidoran♂        |POISON           |  46|  57|  40|  40|  40|  50|Insomnia      |Sand Stream   |Prankster     |
 33|Nidorino        |POISON           |  61|  72|  57|  55|  55|  65|Liquid Ooze   |—             |Rock Head     |Heal Ball (rare)
 34|Nidoking        |POISON/GROUND    |  81| 102|  77|  85|  75|  85|Motor Drive   |Early Bird    |Color Change  |Safety Goggles (common), Coba Berry (rare)
 35|Clefairy        |FAIRY            |  70|  45|  48|  60|  65|  35|Mold Breaker  |Synchronize   |Heatproof     |Poison Gem (rare)
 36|Clefable        |FAIRY            |  95|  70|  73|  95|  90|  60|Guts          |—             |Sheer Force   |
 37|Vulpix          |FIRE             |  38|  41|  40|  50|  65|  65|Rivalry       |—             |Storm Drain   |
 38|Ninetales       |FIRE             |  73|  76|  75|  81| 100| 100|Sand Force    |—             |Gale Wings    |
 39|Jigglypuff      |NORMAL/FAIRY     | 115|  45|  20|  45|  25|  20|Sand Force    |Prankster     |Stench        |Mewtwonite X (rare)
 40|Wigglytuff      |NORMAL/FAIRY     | 140|  70|  45|  85|  50|  45|Water Absorb  |Inner Focus   |Rough Skin    |
 41|Zubat           |POISON/FLYING    |  40|  45|  35|  30|  40|  55|Weak Armor    |—             |Plus          |
 42|Golbat          |POISON/FLYING    |  75|  80|  70|  65|  75|  90|Stench        |—             |Water Absorb  |Full Incense (common)
 43|Oddish          |GRASS/POISON     |  45|  50|  55|  75|  65|  30|Super Luck    |—             |Pixilate      |Pretty Wing (rare)
 44|Gloom           |GRASS/POISON     |  60|  65|  70|  85|  75|  40|Rough Skin    |—             |Compound Eyes |Eject Button (rare)
 45|Vileplume       |GRASS/POISON     |  75|  80|  85| 110|  90|  50|Gluttony      |—             |Color Change  |
 46|Paras           |BUG/GRASS        |  35|  70|  55|  45|  55|  25|Cursed Body   |Poison Point  |Unaware       |Weakness Policy (common), Soft Sand (rare)
 47|Parasect        |BUG/GRASS        |  60|  95|  80|  60|  80|  30|Fairy Aura    |—             |Run Away      |
 48|Venonat         |BUG/POISON       |  60|  55|  50|  40|  55|  45|Shed Skin     |—             |Soundproof    |
 49|Venomoth        |BUG/POISON       |  70|  65|  60|  90|  75|  90|Pixilate      |Grass Pelt    |Iron Barbs    |
 50|Diglett         |GROUND           |  10|  55|  25|  35|  45|  95|Snow Warning  |Bad Dreams    |Swarm         |Fire Gem (common)
 51|Dugtrio         |GROUND           |  35|  80|  50|  50|  70| 120|Sniper        |—             |Drizzle       |Latiasite (rare)
 52|Meowth          |NORMAL           |  40|  45|  35|  40|  40|  90|Wonder Skin   |Symbiosis     |Toxic Boost   |Lava Cookie (common), Guard Spec. (rare)
 53|Persian         |NORMAL           |  65|  70|  60|  65|  65| 115|Poison Point  |—             |Water Absorb  |Draco Plate (common)
 54|Psyduck         |WATER            |  50|  52|  48|  65|  50|  55|Aura Break    |Stench        |Skill Link    |HP Up (common)
 55|Golduck         |WATER            |  80|  82|  78|  95|  80|  85|Natural Cure  |—             |Anticipation  |Stardust (common), HP Up (rare)
 56|Mankey          |FIGHTING         |  40|  80|  35|  35|  45|  70|Leaf Guard    |—             |Run Away      |
 57|Primeape        |FIGHTING         |  65| 105|  60|  60|  70|  95|Defeatist     |Minus         |Swarm         |
 58|Growlithe       |FIRE             |  55|  70|  45|  70|  50|  60|Light Metal   |—             |Chlorophyll   |Passho Berry (rare)
 59|Arcanine        |FIRE             |  90| 110|  80| 100|  80|  95|Aura Break    |—             |Super Luck    |
 60|Poliwag         |WATER            |  40|  50|  40|  40|  40|  90|Sand Force    |Tinted Lens   |Shell Armor   |Spooky Plate (rare)
 61|Poliwhirl       |WATER            |  65|  65|  65|  50|  50|  90|Anger Point   |—             |Flash Fire    |
 62|Poliwrath       |WATER/FIGHTING   |  90|  95|  95|  70|  90|  70|Synchronize   |Sheer Force   |Telepathy     |
 63|Abra            |PSYCHIC          |  25|  20|  15| 105|  55|  90|Air Lock      |Gluttony      |Keen Eye      |White Herb (common)
 64|Kadabra         |PSYCHIC          |  40|  35|  30| 120|  70| 105|Poison Heal   |Regenerator   |Aftermath     |
 65|Alakazam        |PSYCHIC          |  55|  50|  45| 135|  95| 120|Compound Eyes |Heavy Metal   |Tangled Feet  |Wave Incense (common), Smoke Ball (rare)
 66|Machop          |FIGHTING         |  70|  80|  50|  35|  35|  35|Hyper Cutter  |—             |Stench        |
 67|Machoke         |FIGHTING         |  80| 100|  70|  50|  60|  45|Moody         |—             |Pixilate      |
 68|Machamp         |FIGHTING         |  90| 130|  80|  65|  85|  55|Adaptability  |—             |Slow Start    |
 69|Bellsprout      |GRASS/POISON     |  50|  75|  35|  70|  30|  40|Speed Boost   |Snow Warning  |Iron Barbs    |Hyper Potion (rare)
 70|Weepinbell      |GRASS/POISON     |  65|  90|  50|  85|  45|  55|Rough Skin    |Wonder Skin   |Insomnia      |
 71|Victreebel      |GRASS/POISON     |  80| 105|  65| 100|  70|  70|Keen Eye      |—             |Defiant       |Twisted Spoon (rare)
 72|Tentacool       |WATER/POISON     |  40|  40|  35|  50| 100|  70|Friend Guard  |—             |Weak Armor    |
 73|Tentacruel      |WATER/POISON     |  80|  70|  65|  80| 120| 100|Guts          |Wonder Skin   |Trace         |Dive Ball (common), Energy Root (rare)
 74|Geodude         |ROCK/GROUND      |  40|  80| 100|  30|  30|  20|Unnerve       |Rough Skin    |Rivalry       |Big Nugget (rare)
 75|Graveler        |ROCK/GROUND      |  55|  95| 115|  45|  45|  35|Analytic      |—             |Shed Skin     |
 76|Golem           |ROCK/GROUND      |  80| 120| 130|  55|  65|  45|Sticky Hold   |—             |Magic Bounce  |
 77|Ponyta          |FIRE             |  50|  85|  55|  65|  65|  90|Strong Jaw    |—             |Sand Rush     |
 78|Rapidash        |FIRE             |  65| 100|  70|  80|  80| 105|Poison Heal   |Truant        |Grass Pelt    |
 79|Slowpoke        |WATER/PSYCHIC    |  90|  65|  65|  40|  40|  15|Reckless      |—             |Guts          |
 80|Slowbro         |WATER/PSYCHIC    |  95|  75| 110| 100|  80|  30|Prankster     |—             |Liquid Ooze   |Electric Gem (rare)
 81|Magnemite       |ELECTRIC/STEEL   |  25|  35|  70|  95|  55|  45|Rivalry       |Poison Touch  |Anticipation  |Air Balloon (common)
 82|Magneton        |ELECTRIC/STEEL   |  50|  60|  95| 120|  70|  70|Water Absorb  |Compound Eyes |Delta Stream  |Balm Mushroom (common), Black Belt (rare)
 83|Farfetch’d      |NORMAL/FLYING    |  52|  65|  55|  58|  62|  60|Storm Drain   |—             |Bad Dreams    |
 84|Doduo           |NORMAL/FLYING    |  35|  85|  45|  35|  35|  75|Flare Boost   |—             |Honey Gather  |Stardust (rare)
 85|Dodrio          |NORMAL/FLYING    |  60| 110|  70|  60|  60| 100|Rain Dish     |Stall         |Shell Armor   |Splash Plate (common), Black Glasses (rare)
 86|Seel            |WATER            |  65|  45|  55|  45|  70|  45|Magician      |—             |Analytic      |Pecha Berry (common), Earth Plate (rare)
 87|Dewgong         |WATER/ICE        |  90|  70|  80|  70|  95|  70|Soundproof    |Symbiosis     |Heatproof     |
 88|Grimer          |POISON           |  80|  80|  50|  40|  50|  25|Symbiosis     |—             |Delta Stream  |
 89|Muk             |POISON           | 105| 105|  75|  65| 100|  50|Anticipation  |Sand Veil     |Snow Cloak    |Shed Shell (common)
 90|Shellder        |WATER            |  30|  65| 100|  45|  25|  40|Turboblaze    |—             |Analytic      |
 91|Cloyster        |WATER/ICE        |  50|  95| 180|  85|  45|  70|Moxie         |Cute Charm    |Chlorophyll   |Mental Herb (common)
 92|Gastly          |GHOST/POISON     |  30|  35|  30| 100|  35|  80|Cheek Pouch   |Tangled Feet  |Synchronize   |Power Band (common)
 93|Haunter         |GHOST/POISON     |  45|  50|  45| 115|  55|  95|Sand Veil     |—             |Drought       |
 94|Gengar          |GHOST/POISON     |  60|  65|  60| 130|  75| 110|Sweet Veil    |Inner Focus   |Fur Coat      |Beedrillite (rare)
 95|Onix            |ROCK/GROUND      |  35|  45| 160|  30|  45|  70|Prankster     |Hydration     |Adaptability  |
 96|Drowzee         |PSYCHIC          |  60|  48|  45|  43|  90|  42|Color Change  |—             |Gluttony      |
 97|Hypno           |PSYCHIC          |  85|  73|  70|  73| 115|  67|Symbiosis     |—             |Gooey         |
 98|Krabby          |WATER            |  30| 105|  90|  25|  25|  50|Turboblaze    |—             |Contrary      |
 99|Kingler         |WATER            |  55| 130| 115|  50|  50|  75|Drought       |Flower Veil   |Own Tempo     |Douse Drive (100%)
100|Voltorb         |ELECTRIC         |  40|  30|  50|  55|  55| 100|Gale Wings    |Flare Boost   |Sturdy        |
101|Electrode       |ELECTRIC         |  60|  50|  70|  80|  80| 140|Lightning Rod |—             |Intimidate    |
102|Exeggcute       |GRASS/PSYCHIC    |  60|  40|  80|  60|  45|  40|Oblivious     |—             |Solar Power   |
103|Exeggutor       |GRASS/PSYCHIC    |  95|  95|  85| 125|  65|  55|Aura Break    |Primordial Sea|Magician      |Roseli Berry (100%)
104|Cubone          |GROUND           |  50|  50|  95|  40|  50|  35|Friend Guard  |Protean       |Rain Dish     |X Speed (100%)
105|Marowak         |GROUND           |  60|  80| 110|  50|  80|  45|Clear Body    |Unburden      |Sand Stream   |
106|Hitmonlee       |FIGHTING         |  50| 120|  53|  35| 110|  87|Download      |Stench        |Thick Fat     |Ground Gem (rare)
107|Hitmonchan      |FIGHTING         |  50| 105|  79|  35| 110|  76|Dark Aura     |—             |Light Metal   |Choice Band (common), Hard Stone (rare)
108|Lickitung       |NORMAL           |  90|  55|  75|  60|  75|  30|Lightning Rod |—             |Storm Drain   |Pearl (common), Paralyze Heal (rare)
109|Koffing         |POISON           |  40|  65|  95|  60|  45|  35|Stench        |Speed Boost   |Illusion      |PP Up (rare)
110|Weezing         |POISON           |  65|  90| 120|  85|  70|  60|Imposter      |—             |Strong Jaw    |
111|Rhyhorn         |GROUND/ROCK      |  80|  85|  95|  30|  30|  25|Mega Launcher |—             |Download      |
112|Rhydon          |GROUND/ROCK      | 105| 130| 120|  45|  45|  40|Unaware       |Gooey         |Guts          |Water Gem (common), Houndoominite (rare)
113|Chansey         |NORMAL           | 250|   5|   5|  35| 105|  50|Quick Feet    |Justified     |Shield Dust   |
114|Tangela         |GRASS            |  65|  55| 115| 100|  40|  60|Heatproof     |—             |Klutz         |
115|Kangaskhan      |NORMAL           | 105|  95|  80|  40|  80|  90|Water Absorb  |—             |Flame Body    |Genius Wing (100%)
116|Horsea          |WATER            |  30|  40|  70|  70|  25|  60|Hydration     |Defeatist     |Delta Stream  |Zoom Lens (rare)
117|Seadra          |WATER            |  55|  65|  95|  95|  45|  85|Poison Touch  |—             |Sand Veil     |
118|Goldeen         |WATER            |  45|  67|  60|  35|  50|  63|Refrigerate   |—             |Sand Veil     |Diancite (common)
119|Seaking         |WATER            |  80|  92|  65|  65|  80|  68|Unburden      |—             |Poison Touch  |
120|Staryu          |WATER            |  30|  45|  55|  70|  55|  85|Hyper Cutter  |—             |Download      |
121|Starmie         |WATER/PSYCHIC    |  60|  75|  85| 100|  85| 115|Air Lock      |Gooey         |No Guard      |
122|Mr. Mime        |PSYCHIC/FAIRY    |  40|  45|  65| 100| 120|  90|Sticky Hold   |Toxic Boost   |Healer        |
123|Scyther         |BUG/FLYING       |  70| 110|  80|  55|  80| 105|Stench        |Unaware       |Snow Cloak    |
124|Jynx            |ICE/PSYCHIC      |  65|  50|  35| 115|  95|  95|Inner Focus   |Moxie         |Sand Rush     |Power Herb (rare)
125|Electabuzz      |ELECTRIC         |  65|  83|  57|  95|  85| 105|Illuminate    |Guts          |Mega Launcher |Paralyze Heal (common), Toxic Orb (rare)
126|Magmar          |FIRE             |  65|  95|  57| 100|  85|  93|Steadfast     |Static        |Fur Coat      |
127|Pinsir          |BUG              |  65| 125| 100|  55|  70|  85|Defeatist     |Teravolt      |Synchronize   |
128|Tauros          |NORMAL           |  75| 100|  95|  40|  70| 110|Anger Point   |Simple        |Gooey         |Apicot Berry (rare)
129|Magikarp        |WATER            |  20|  10|  55|  15|  20|  80|Static        |—             |Mega Launcher |
130|Gyarados        |WATER/FLYING     |  95| 125|  79|  60| 100|  81|Truant        |—             |Keen Eye      |Power Anklet (100%)
131|Lapras          |WATER/ICE        | 130|  85|  80|  85|  95|  60|Strong Jaw    |Toxic Boost   |Gooey         |Rindo Berry (100%)
132|Ditto           |NORMAL           |  48|  48|  48|  48|  48|  48|White Smoke   |—             |Blaze         |
133|Eevee           |NORMAL           |  55|  55|  50|  45|  65|  55|Pure Power    |—             |Truant        |Chilan Berry (common), Manectite (rare)
134|Vaporeon        |WATER            | 130|  65|  60| 110|  95|  65|Cloud Nine    |—             |Poison Touch  |
135|Jolteon         |ELECTRIC         |  65|  65|  60| 110|  95| 130|Rough Skin    |—             |Poison Heal   |Prism Scale (common), Custap Berry (rare)
136|Flareon         |FIRE             |  65| 130|  60|  95| 110|  65|Hustle        |Prankster     |Mummy         |
137|Porygon         |NORMAL           |  65|  60|  70|  85|  75|  40|Flare Boost   |Immunity      |Soundproof    |
138|Omanyte         |ROCK/WATER       |  35|  40| 100|  90|  55|  35|Aftermath     |—             |Insomnia      |Focus Sash (rare)
139|Omastar         |ROCK/WATER       |  70|  60| 125| 115|  70|  55|Hydration     |—             |Air Lock      |Rage Candy Bar (rare)
140|Kabuto          |ROCK/WATER       |  30|  80|  90|  55|  45|  55|Sand Veil     |—             |Mold Breaker  |
141|Kabutops        |ROCK/WATER       |  60| 115| 105|  65|  70|  80|Gluttony      |Normalize     |Sap Sipper    |Burn Heal (common)
142|Aerodactyl      |ROCK/FLYING      |  80| 105|  65|  60|  75| 130|Cloud Nine    |Sap Sipper    |Tangled Feet  |
143|Snorlax         |NORMAL           | 160| 110|  65|  65| 110|  30|Sand Rush     |Serene Grace  |Heatproof     |Tyranitarite (100%)
144|Articuno        |ICE/FLYING       |  90|  85| 100|  95| 125|  85|Swarm         |—             |Insomnia      |Claw Fossil (rare)
145|Zapdos          |ELECTRIC/FLYING  |  90|  90|  85| 125|  90| 100|Overcoat      |—             |Simple        |Shock Drive (common), Hyper Potion (rare)
146|Moltres         |FIRE/FLYING      |  90| 100|  90| 125|  85|  90|Stall         |Oblivious     |Sniper        |Casteliacone (common), Altarianite (rare)
147|Dratini         |DRAGON           |  41|  64|  45|  50|  50|  50|Drizzle       |—             |Unaware       |
148|Dragonair       |DRAGON           |  61|  84|  65|  70|  70|  70|Poison Point  |Mega Launcher |Gluttony      |Reaper Cloth (rare)
149|Dragonite       |DRAGON/FLYING    |  91| 134|  95| 100| 100|  80|Cheek Pouch   |Magic Bounce  |Natural Cure  |
150|Mewtwo          |PSYCHIC          | 106| 110|  90| 154|  90| 130|Storm Drain   |—             |Serene Grace  |Dire Hit (rare)
151|Mew             |PSYCHIC          | 100| 100| 100| 100| 100| 100|Turboblaze    |—             |Forewarn      |Heat Rock (100%)
152|Chikorita       |GRASS            |  45|  49|  65|  49|  65|  45|Early Bird    |—             |Snow Warning  |Cover Fossil (common)
153|Bayleef         |GRASS            |  60|  62|  80|  63|  80|  60|Water Veil    |—             |Volt Absorb   |
154|Meganium        |GRASS            |  80|  82| 100|  83| 100|  80|Aftermath     |—             |Serene Grace  |Chesto Berry (rare)
155|Cyndaquil       |FIRE             |  39|  52|  43|  60|  50|  65|Water Veil    |—             |Mold Breaker  |Poison Barb (common)
156|Quilava         |FIRE             |  58|  64|  58|  80|  65|  80|Illuminate    |—             |Sand Rush     |
157|Typhlosion      |FIRE             |  78|  84|  78| 109|  85| 100|Drought       |Shield Dust   |Huge Power    |
158|Totodile        |WATER            |  50|  65|  64|  44|  48|  43|Air Lock      |Hydration     |Download      |
159|Croconaw        |WATER            |  65|  80|  80|  59|  63|  58|Harvest       |—             |Mold Breaker  |
160|Feraligatr      |WATER            |  85| 105| 100|  79|  83|  78|Mold Breaker  |Poison Touch  |Pure Power    |
161|Sentret         |NORMAL           |  35|  46|  34|  35|  45|  20|Teravolt      |—             |Moxie         |
162|Furret          |NORMAL           |  85|  76|  64|  45|  55|  90|Teravolt      |—             |Marvel Scale  |Earth Plate (common), Balm Mushroom (rare)
163|Hoothoot        |NORMAL/FLYING    |  60|  30|  30|  36|  56|  50|Sap Sipper    |Dark Aura     |Fairy Aura    |
164|Noctowl         |NORMAL/FLYING    | 100|  50|  50|  76|  96|  70|Snow Warning  |Fur Coat      |Skill Link    |
165|Ledyba          |BUG/FLYING       |  40|  20|  30|  40|  80|  55|Heatproof     |Aerilate      |Grass Pelt    |
166|Ledian          |BUG/FLYING       |  55|  35|  50|  55| 110|  85|Justified     |Overcoat      |Battle Armor  |Banettite (rare)
167|Spinarak        |BUG/POISON       |  40|  60|  40|  40|  40|  30|Natural Cure  |—             |Normalize     |
168|Ariados         |BUG/POISON       |  70|  90|  70|  60|  60|  40|Tinted Lens   |Inner Focus   |Guts          |
169|Crobat          |POISON/FLYING    |  85|  90|  80|  70|  80| 130|Anger Point   |—             |Defeatist     |Honey (common)
170|Chinchou        |WATER/ELECTRIC   |  75|  38|  38|  56|  56|  67|Volt Absorb   |Hustle        |Inner Focus   |X Speed (rare)
171|Lanturn         |WATER/ELECTRIC   | 125|  58|  58|  76|  76|  67|Liquid Ooze   |—             |Aura Break    |Manectite (common)
172|Pichu           |ELECTRIC         |  20|  40|  15|  35|  35|  60|Mummy         |—             |Synchronize   |Stone Plate (rare)
173|Cleffa          |FAIRY            |  50|  25|  28|  45|  55|  15|Drought       |Keen Eye      |Compound Eyes |Berry Juice (common), Nugget (rare)
174|Igglybuff       |NORMAL/FAIRY     |  90|  30|  15|  40|  20|  15|Plus          |Guts          |Quick Feet    |
175|Togepi          |FAIRY            |  35|  20|  65|  40|  65|  20|Technician    |Cloud Nine    |Illuminate    |Revive (rare)
176|Togetic         |FAIRY/FLYING     |  55|  40|  85|  80| 105|  40|Own Tempo     |—             |Symbiosis     |
177|Natu            |PSYCHIC/FLYING   |  40|  50|  45|  70|  45|  70|Sheer Force   |Sand Force    |No Guard      |Sweet Heart (rare)
178|Xatu            |PSYCHIC/FLYING   |  65|  75|  70|  95|  70|  95|Anger Point   |Sticky Hold   |Dark Aura     |
179|Mareep          |ELECTRIC         |  55|  40|  40|  65|  45|  35|Delta Stream  |Infiltrator   |Parental Bond |Poison Barb (common), Super Repel (rare)
180|Flaaffy         |ELECTRIC         |  70|  55|  55|  80|  60|  45|Grass Pelt    |Normalize     |Hydration     |Manectite (100%)
181|Ampharos        |ELECTRIC         |  90|  75|  85| 115|  90|  55|Stall         |Refrigerate   |Torrent       |
182|Bellossom       |GRASS            |  75|  80|  95|  90| 100|  50|Illusion      |—             |Desolate Land |
183|Marill          |WATER/FAIRY      |  70|  20|  50|  20|  50|  40|Competitive   |Flame Body    |Snow Cloak    |
184|Azumarill       |WATER/FAIRY      | 100|  50|  80|  60|  80|  50|Mold Breaker  |Sand Rush     |Shed Skin     |
185|Sudowoodo       |ROCK             |  70| 100| 115|  30|  65|  30|Pixilate      |—             |Soundproof    |Toxic Plate (common)
186|Politoed        |WATER            |  90|  75|  75|  90| 100|  70|Stench        |Dry Skin      |Rivalry       |
187|Hoppip          |GRASS/FLYING     |  35|  35|  40|  35|  55|  50|Rivalry       |—             |Gooey         |Chill Drive (100%)
188|Skiploom        |GRASS/FLYING     |  55|  45|  50|  45|  65|  80|Moody         |Pixilate      |Sturdy        |Insect Plate (rare)
189|Jumpluff        |GRASS/FLYING     |  75|  55|  70|  55|  95| 110|Tough Claws   |Weak Armor    |Water Veil    |Black Belt (common)
190|Aipom           |NORMAL           |  55|  70|  55|  40|  55|  85|Flower Veil   |Cursed Body   |Sheer Force   |
191|Sunkern         |GRASS            |  30|  30|  30|  30|  30|  30|Gooey         |Regenerator   |Water Absorb  |
192|Sunflora        |GRASS            |  75|  75|  55| 105|  85|  30|Suction Cups  |Battle Armor  |Early Bird    |
193|Yanma           |BUG/FLYING       |  65|  65|  45|  75|  45|  95|Drought       |Anticipation  |Tinted Lens   |HP Up (rare)
194|Wooper          |WATER/GROUND     |  55|  45|  45|  25|  25|  15|Sand Rush     |Inner Focus   |Stench        |
195|Quagsire        |WATER/GROUND     |  95|  85|  85|  65|  65|  35|Marvel Scale  |—             |Trace         |
196|Espeon          |PSYCHIC          |  65|  65|  60| 130|  95| 110|Gooey         |Intimidate    |Steadfast     |
197|Umbreon         |DARK             |  95|  65| 110|  60| 130|  65|Minus         |Flame Body    |Guts          |
198|Murkrow         |DARK/FLYING      |  60|  85|  42|  85|  42|  91|Technician    |—             |Water Absorb  |
199|Slowking        |WATER/PSYCHIC    |  95|  75|  80| 100| 110|  30|Harvest       |—             |Shell Armor   |Sceptilite (common), Whipped Dream (rare)
200|Misdreavus      |GHOST            |  60|  60|  60|  85|  85|  85|No Guard      |—             |Desolate Land |
201|Unown           |PSYCHIC          |  48|  72|  48|  72|  48|  48|Water Veil    |—             |Motor Drive   |Heat Rock (common)
202|Wobbuffet       |PSYCHIC          | 190|  33|  58|  33|  58|  33|Leaf Guard    |—             |Color Change  |Venusaurite (rare)
203|Girafarig       |NORMAL/PSYCHIC   |  70|  80|  65|  90|  65|  85|Minus         |—             |Refrigerate   |Aggronite (common)
204|Pineco          |BUG              |  50|  65|  90|  35|  35|  15|Poison Point  |—             |Snow Cloak    |
205|Forretress      |BUG/STEEL        |  75|  90| 140|  60|  60|  40|Poison Point  |Sweet Veil    |Aroma Veil    |Flame Plate (rare)
206|Dunsparce       |NORMAL           | 100|  70|  70|  65|  65|  45|Drought       |—             |Bulletproof   |
207|Gligar          |GROUND/FLYING    |  65|  75| 105|  35|  65|  85|Illuminate    |—             |Solid Rock    |Gengarite (common)
208|Steelix         |STEEL/GROUND     |  75|  85| 200|  55|  65|  30|Symbiosis     |—             |Magician      |
209|Snubbull        |FAIRY            |  60|  80|  50|  40|  40|  30|Tangled Feet  |Reckless      |Steadfast     |Repeat Ball (common), Earth Plate (rare)
210|Granbull        |FAIRY            |  90| 120|  75|  60|  60|  45|Plus          |Inner Focus   |Stall         |Leppa Berry (rare)
211|Qwilfish        |WATER/POISON     |  65|  95|  75|  55|  55|  85|Sand Veil     |Mega Launcher |Poison Heal   |
212|Scizor          |BUG/STEEL        |  70| 130| 100|  55|  80|  65|Cheek Pouch   |—             |Shell Armor   |Light Clay (rare)
