Randomizer Version: 4.6.1
Random Seed: 77749608703462
Settings String: 322IwgkEgIBAAQABwAEAAKoJBkCKgEAKgAVCQABEAAAAD8AAAAIMgQyAQAICTIHBwAyAAIQElBva2Vtb24gT21lZ2EgUnVieWMeSnzjwziK

--Move Updates--
Made Tackle have 40 power
Made Thunder Wave have 90% accuracy
Made Leech Life have 80 power and 10 PP
Made Swagger have 85% accuracy
Made Sucker Punch have 70 power
Made Dark Void have 50% accuracy
Made Flying Press have 100 power
Made Fell Stinger have 50 power
Made Parabolic Charge have 65 power
Made Water Shuriken a Special move
Made Mystical Fire have 75 power

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
 31|Nidoqueen       |POISON/GROUND    |  90|  92|  87|  75|  85|  76|Regenerator   |—             |Minus         |
 32|Nidoran♂        |POISON           |  46|  57|  40|  40|  40|  50|Shield Dust   |Sheer Force   |Symbiosis     |Hard Stone (common), Mewtwonite Y (rare)
 33|Nidorino        |POISON           |  61|  72|  57|  55|  55|  65|Refrigerate   |Weak Armor    |Huge Power    |Helix Fossil (common), Water Stone (rare)
 34|Nidoking        |POISON/GROUND    |  81| 102|  77|  85|  75|  85|Air Lock      |Cursed Body   |Strong Jaw    |
 35|Clefairy        |FAIRY            |  70|  45|  48|  60|  65|  35|Gale Wings    |Storm Drain   |Flower Veil   |Swampertite (common), Beedrillite (rare)
 36|Clefable        |FAIRY            |  95|  70|  73|  95|  90|  60|Compound Eyes |Sap Sipper    |Imposter      |
 37|Vulpix          |FIRE             |  38|  41|  40|  50|  65|  65|Telepathy     |Insomnia      |Download      |
 38|Ninetales       |FIRE             |  73|  76|  75|  81| 100| 100|Overgrow      |—             |Tinted Lens   |
 39|Jigglypuff      |NORMAL/FAIRY     | 115|  45|  20|  45|  25|  20|Rough Skin    |—             |Aerilate      |
 40|Wigglytuff      |NORMAL/FAIRY     | 140|  70|  45|  85|  50|  45|Delta Stream  |—             |Vital Spirit  |Snowball (common)
 41|Zubat           |POISON/FLYING    |  40|  45|  35|  30|  40|  55|Regenerator   |—             |Pixilate      |Elixir (100%)
 42|Golbat          |POISON/FLYING    |  75|  80|  70|  65|  75|  90|Oblivious     |Vital Spirit  |Toxic Boost   |Abomasite (common)
 43|Oddish          |GRASS/POISON     |  45|  50|  55|  75|  65|  30|Defeatist     |Poison Heal   |Gale Wings    |
 44|Gloom           |GRASS/POISON     |  60|  65|  70|  85|  75|  40|Telepathy     |—             |Overgrow      |Zap Plate (common), Payapa Berry (rare)
 45|Vileplume       |GRASS/POISON     |  75|  80|  85| 110|  90|  50|Hyper Cutter  |—             |Bad Dreams    |Power Belt (rare)
 46|Paras           |BUG/GRASS        |  35|  70|  55|  45|  55|  25|Liquid Ooze   |Volt Absorb   |Protean       |
 47|Parasect        |BUG/GRASS        |  60|  95|  80|  60|  80|  30|Poison Touch  |—             |Sand Veil     |
 48|Venonat         |BUG/POISON       |  60|  55|  50|  40|  55|  45|Blaze         |—             |Stall         |X Speed (rare)
 49|Venomoth        |BUG/POISON       |  70|  65|  60|  90|  75|  90|Huge Power    |—             |Flare Boost   |Custap Berry (100%)
 50|Diglett         |GROUND           |  10|  55|  25|  35|  45|  95|Chlorophyll   |Immunity      |Sheer Force   |Power Weight (common)
 51|Dugtrio         |GROUND           |  35|  80|  50|  50|  70| 120|Unburden      |—             |Toxic Boost   |Ability Capsule (common), Starf Berry (rare)
 52|Meowth          |NORMAL           |  40|  45|  35|  40|  40|  90|Storm Drain   |Cloud Nine    |Mega Launcher |
 53|Persian         |NORMAL           |  65|  70|  60|  65|  65| 115|Reckless      |Unburden      |Telepathy     |
 54|Psyduck         |WATER            |  50|  52|  48|  65|  50|  55|Serene Grace  |Hydration     |Primordial Sea|
 55|Golduck         |WATER            |  80|  82|  78|  95|  80|  85|Flare Boost   |Imposter      |Harvest       |
 56|Mankey          |FIGHTING         |  40|  80|  35|  35|  45|  70|Symbiosis     |Intimidate    |Vital Spirit  |Honey (rare)
 57|Primeape        |FIGHTING         |  65| 105|  60|  60|  70|  95|Frisk         |Drizzle       |Sniper        |Rindo Berry (common), Aggronite (rare)
 58|Growlithe       |FIRE             |  55|  70|  45|  70|  50|  60|Rain Dish     |Cursed Body   |Pickup        |Absorb Bulb (rare)
 59|Arcanine        |FIRE             |  90| 110|  80| 100|  80|  95|Thick Fat     |—             |Illuminate    |Max Elixir (rare)
 60|Poliwag         |WATER            |  40|  50|  40|  40|  40|  90|Limber        |Dry Skin      |Prankster     |
 61|Poliwhirl       |WATER            |  65|  65|  65|  50|  50|  90|Forewarn      |—             |Analytic      |
 62|Poliwrath       |WATER/FIGHTING   |  90|  95|  95|  70|  90|  70|Motor Drive   |Solid Rock    |Reckless      |Mewtwonite Y (rare)
 63|Abra            |PSYCHIC          |  25|  20|  15| 105|  55|  90|Technician    |Lightning Rod |Storm Drain   |
 64|Kadabra         |PSYCHIC          |  40|  35|  30| 120|  70| 105|Rain Dish     |—             |Iron Fist     |Shoal Shell (rare)
 65|Alakazam        |PSYCHIC          |  55|  50|  45| 135|  95| 120|Marvel Scale  |Rough Skin    |Filter        |
 66|Machop          |FIGHTING         |  70|  80|  50|  35|  35|  35|Mummy         |Forewarn      |Gooey         |
 67|Machoke         |FIGHTING         |  80| 100|  70|  50|  60|  45|Heavy Metal   |—             |Tangled Feet  |Ring Target (common), Cell Battery (rare)
 68|Machamp         |FIGHTING         |  90| 130|  80|  65|  85|  55|Super Luck    |—             |Analytic      |
 69|Bellsprout      |GRASS/POISON     |  50|  75|  35|  70|  30|  40|Aura Break    |Soundproof    |Light Metal   |
 70|Weepinbell      |GRASS/POISON     |  65|  90|  50|  85|  45|  55|Defeatist     |—             |Magma Armor   |Payapa Berry (rare)
 71|Victreebel      |GRASS/POISON     |  80| 105|  65| 100|  70|  70|Technician    |Shed Skin     |Moxie         |
 72|Tentacool       |WATER/POISON     |  40|  40|  35|  50| 100|  70|Magic Bounce  |—             |Fur Coat      |Poké Doll (common), Blue Shard (rare)
 73|Tentacruel      |WATER/POISON     |  80|  70|  65|  80| 120| 100|Flame Body    |—             |Magic Guard   |
 74|Geodude         |ROCK/GROUND      |  40|  80| 100|  30|  30|  20|Desolate Land |—             |Anger Point   |Grass Gem (common), Shiny Stone (rare)
 75|Graveler        |ROCK/GROUND      |  55|  95| 115|  45|  45|  35|Tough Claws   |Steadfast     |Hydration     |
 76|Golem           |ROCK/GROUND      |  80| 120| 130|  55|  65|  45|Dark Aura     |—             |Delta Stream  |
 77|Ponyta          |FIRE             |  50|  85|  55|  65|  65|  90|Skill Link    |White Smoke   |Download      |
 78|Rapidash        |FIRE             |  65| 100|  70|  80|  80| 105|Effect Spore  |—             |Sand Force    |
 79|Slowpoke        |WATER/PSYCHIC    |  90|  65|  65|  40|  40|  15|Cute Charm    |—             |Multiscale    |Green Shard (100%)
 80|Slowbro         |WATER/PSYCHIC    |  95|  75| 110| 100|  80|  30|Big Pecks     |Scrappy       |Forewarn      |
 81|Magnemite       |ELECTRIC/STEEL   |  25|  35|  70|  95|  55|  45|Swarm         |Vital Spirit  |Unburden      |
 82|Magneton        |ELECTRIC/STEEL   |  50|  60|  95| 120|  70|  70|Gooey         |Storm Drain   |Bulletproof   |
 83|Farfetch’d      |NORMAL/FLYING    |  52|  65|  55|  58|  62|  60|Imposter      |Simple        |Trace         |
 84|Doduo           |NORMAL/FLYING    |  35|  85|  45|  35|  35|  75|Strong Jaw    |Sniper        |Quick Feet    |Weakness Policy (rare)
 85|Dodrio          |NORMAL/FLYING    |  60| 110|  70|  60|  60| 100|Poison Heal   |—             |Shield Dust   |Scope Lens (common)
 86|Seel            |WATER            |  65|  45|  55|  45|  70|  45|Sheer Force   |—             |Weak Armor    |
 87|Dewgong         |WATER/ICE        |  90|  70|  80|  70|  95|  70|Soundproof    |Cheek Pouch   |Desolate Land |Chill Drive (common)
 88|Grimer          |POISON           |  80|  80|  50|  40|  50|  25|Swarm         |Honey Gather  |Drought       |Big Mushroom (rare)
 89|Muk             |POISON           | 105| 105|  75|  65| 100|  50|Aerilate      |Damp          |Symbiosis     |
 90|Shellder        |WATER            |  30|  65| 100|  45|  25|  40|Shield Dust   |Drought       |Moxie         |Shell Bell (common)
 91|Cloyster        |WATER/ICE        |  50|  95| 180|  85|  45|  70|Rattled       |Magician      |Toxic Boost   |
 92|Gastly          |GHOST/POISON     |  30|  35|  30| 100|  35|  80|Battle Armor  |Mold Breaker  |Scrappy       |
 93|Haunter         |GHOST/POISON     |  45|  50|  45| 115|  55|  95|Reckless      |—             |Iron Fist     |
 94|Gengar          |GHOST/POISON     |  60|  65|  60| 130|  75| 110|Protean       |Sticky Hold   |Imposter      |
 95|Onix            |ROCK/GROUND      |  35|  45| 160|  30|  45|  70|Battle Armor  |Hustle        |Unaware       |
 96|Drowzee         |PSYCHIC          |  60|  48|  45|  43|  90|  42|Justified     |—             |Truant        |
 97|Hypno           |PSYCHIC          |  85|  73|  70|  73| 115|  67|Aftermath     |Pickpocket    |Symbiosis     |
 98|Krabby          |WATER            |  30| 105|  90|  25|  25|  50|Steadfast     |Plus          |Early Bird    |Odd Incense (common)
 99|Kingler         |WATER            |  55| 130| 115|  50|  50|  75|Air Lock      |Dry Skin      |Drought       |
100|Voltorb         |ELECTRIC         |  40|  30|  50|  55|  55| 100|Levitate      |Gale Wings    |Cute Charm    |
101|Electrode       |ELECTRIC         |  60|  50|  70|  80|  80| 140|Poison Touch  |—             |Victory Star  |
102|Exeggcute       |GRASS/PSYCHIC    |  60|  40|  80|  60|  45|  40|Keen Eye      |Oblivious     |Storm Drain   |Rose Incense (100%)
103|Exeggutor       |GRASS/PSYCHIC    |  95|  95|  85| 125|  65|  55|Snow Warning  |—             |Air Lock      |Audinite (rare)
104|Cubone          |GROUND           |  50|  50|  95|  40|  50|  35|Poison Touch  |—             |Delta Stream  |Dome Fossil (common)
105|Marowak         |GROUND           |  60|  80| 110|  50|  80|  45|Rock Head     |—             |Iron Barbs    |
106|Hitmonlee       |FIGHTING         |  50| 120|  53|  35| 110|  87|Shell Armor   |—             |Wonder Skin   |Casteliacone (rare)
107|Hitmonchan      |FIGHTING         |  50| 105|  79|  35| 110|  76|Illusion      |Synchronize   |Klutz         |
108|Lickitung       |NORMAL           |  90|  55|  75|  60|  75|  30|Dark Aura     |—             |Gluttony      |
109|Koffing         |POISON           |  40|  65|  95|  60|  45|  35|Drizzle       |—             |Pure Power    |
110|Weezing         |POISON           |  65|  90| 120|  85|  70|  60|Technician    |—             |Clear Body    |
111|Rhyhorn         |GROUND/ROCK      |  80|  85|  95|  30|  30|  25|Trace         |—             |Storm Drain   |Ultra Ball (common)
112|Rhydon          |GROUND/ROCK      | 105| 130| 120|  45|  45|  40|Compound Eyes |Technician    |Bulletproof   |
113|Chansey         |NORMAL           | 250|   5|   5|  35| 105|  50|Own Tempo     |Iron Fist     |Truant        |Dragon Scale (common), White Flute (rare)
114|Tangela         |GRASS            |  65|  55| 115| 100|  40|  60|Blaze         |Stall         |Sticky Hold   |
115|Kangaskhan      |NORMAL           | 105|  95|  80|  40|  80|  90|Snow Warning  |—             |Tinted Lens   |Kasib Berry (100%)
116|Horsea          |WATER            |  30|  40|  70|  70|  25|  60|Bad Dreams    |—             |Filter        |
117|Seadra          |WATER            |  55|  65|  95|  95|  45|  85|Marvel Scale  |Weak Armor    |Keen Eye      |
118|Goldeen         |WATER            |  45|  67|  60|  35|  50|  63|Storm Drain   |—             |Gale Wings    |Babiri Berry (common)
119|Seaking         |WATER            |  80|  92|  65|  65|  80|  68|Sand Veil     |—             |Aura Break    |Focus Sash (common)
120|Staryu          |WATER            |  30|  45|  55|  70|  55|  85|Light Metal   |Pickup        |Static        |
121|Starmie         |WATER/PSYCHIC    |  60|  75|  85| 100|  85| 115|Cursed Body   |Aroma Veil    |Pickpocket    |Deep Sea Tooth (common)
122|Mr. Mime        |PSYCHIC/FAIRY    |  40|  45|  65| 100| 120|  90|Stall         |—             |Cute Charm    |
123|Scyther         |BUG/FLYING       |  70| 110|  80|  55|  80| 105|Flash Fire    |Synchronize   |Battle Armor  |Power Band (rare)
124|Jynx            |ICE/PSYCHIC      |  65|  50|  35| 115|  95|  95|Ice Body      |Frisk         |Iron Barbs    |
125|Electabuzz      |ELECTRIC         |  65|  83|  57|  95|  85| 105|Sturdy        |Sand Rush     |Huge Power    |
126|Magmar          |FIRE             |  65|  95|  57| 100|  85|  93|Regenerator   |Magma Armor   |Slow Start    |
127|Pinsir          |BUG              |  65| 125| 100|  55|  70|  85|Speed Boost   |Prankster     |Steadfast     |Yellow Shard (common)
128|Tauros          |NORMAL           |  75| 100|  95|  40|  70| 110|Iron Barbs    |Wonder Skin   |Anticipation  |
129|Magikarp        |WATER            |  20|  10|  55|  15|  20|  80|Sheer Force   |Fur Coat      |Sturdy        |
130|Gyarados        |WATER/FLYING     |  95| 125|  79|  60| 100|  81|Tinted Lens   |—             |Telepathy     |
131|Lapras          |WATER/ICE        | 130|  85|  80|  85|  95|  60|Water Absorb  |Heatproof     |Mold Breaker  |Hard Stone (100%)
132|Ditto           |NORMAL           |  48|  48|  48|  48|  48|  48|Imposter      |—             |Multiscale    |Rock Incense (rare)
133|Eevee           |NORMAL           |  55|  55|  50|  45|  65|  55|Sniper        |—             |Big Pecks     |
134|Vaporeon        |WATER            | 130|  65|  60| 110|  95|  65|Toxic Boost   |—             |Ice Body      |Abomasite (common)
135|Jolteon         |ELECTRIC         |  65|  65|  60| 110|  95| 130|Aftermath     |—             |Oblivious     |Dusk Ball (common)
136|Flareon         |FIRE             |  65| 130|  60|  95| 110|  65|Tough Claws   |—             |Filter        |Silver Powder (100%)
137|Porygon         |NORMAL           |  65|  60|  70|  85|  75|  40|Skill Link    |Aerilate      |Thick Fat     |
138|Omanyte         |ROCK/WATER       |  35|  40| 100|  90|  55|  35|Competitive   |—             |Rain Dish     |Blazikenite (common)
139|Omastar         |ROCK/WATER       |  70|  60| 125| 115|  70|  55|Compound Eyes |Swift Swim    |Early Bird    |
140|Kabuto          |ROCK/WATER       |  30|  80|  90|  55|  45|  55|Big Pecks     |Fairy Aura    |Drizzle       |Venusaurite (common), Poké Ball (rare)
141|Kabutops        |ROCK/WATER       |  60| 115| 105|  65|  70|  80|Cloud Nine    |Overgrow      |Mummy         |
142|Aerodactyl      |ROCK/FLYING      |  80| 105|  65|  60|  75| 130|Volt Absorb   |—             |Victory Star  |
143|Snorlax         |NORMAL           | 160| 110|  65|  65| 110|  30|Toxic Boost   |—             |Soundproof    |Burn Heal (100%)
144|Articuno        |ICE/FLYING       |  90|  85| 100|  95| 125|  85|Analytic      |Sand Stream   |Water Absorb  |
145|Zapdos          |ELECTRIC/FLYING  |  90|  90|  85| 125|  90| 100|Magic Guard   |Teravolt      |Reckless      |
146|Moltres         |FIRE/FLYING      |  90| 100|  90| 125|  85|  90|Water Absorb  |Sand Stream   |Contrary      |Clever Wing (common)
147|Dratini         |DRAGON           |  41|  64|  45|  50|  50|  50|Analytic      |Chlorophyll   |Contrary      |
148|Dragonair       |DRAGON           |  61|  84|  65|  70|  70|  70|Anger Point   |Shell Armor   |Rivalry       |Full Heal (rare)
149|Dragonite       |DRAGON/FLYING    |  91| 134|  95| 100| 100|  80|Iron Fist     |—             |Infiltrator   |Dawn Stone (common), Shiny Stone (rare)
150|Mewtwo          |PSYCHIC          | 106| 110|  90| 154|  90| 130|Moody         |—             |Cloud Nine    |
151|Mew             |PSYCHIC          | 100| 100| 100| 100| 100| 100|Chlorophyll   |Iron Barbs    |Symbiosis     |Rindo Berry (100%)
152|Chikorita       |GRASS            |  45|  49|  65|  49|  65|  45|Analytic      |—             |Steadfast     |
153|Bayleef         |GRASS            |  60|  62|  80|  63|  80|  60|Sheer Force   |Own Tempo     |Color Change  |Pecha Berry (common), Miracle Seed (rare)
154|Meganium        |GRASS            |  80|  82| 100|  83| 100|  80|Rough Skin    |—             |Anger Point   |
155|Cyndaquil       |FIRE             |  39|  52|  43|  60|  50|  65|Sand Stream   |—             |Hyper Cutter  |Protein (rare)
156|Quilava         |FIRE             |  58|  64|  58|  80|  65|  80|Speed Boost   |Swarm         |Frisk         |Max Ether (rare)
157|Typhlosion      |FIRE             |  78|  84|  78| 109|  85| 100|Liquid Ooze   |—             |Shield Dust   |Power Band (rare)
158|Totodile        |WATER            |  50|  65|  64|  44|  48|  43|Infiltrator   |Swarm         |Light Metal   |Escape Rope (common)
159|Croconaw        |WATER            |  65|  80|  80|  59|  63|  58|Unburden      |—             |Harvest       |
160|Feraligatr      |WATER            |  85| 105| 100|  79|  83|  78|Gluttony      |—             |Air Lock      |Mawilite (common), White Herb (rare)
161|Sentret         |NORMAL           |  35|  46|  34|  35|  45|  20|Stench        |Slow Start    |Early Bird    |
162|Furret          |NORMAL           |  85|  76|  64|  45|  55|  90|Scrappy       |Strong Jaw    |Own Tempo     |Chilan Berry (common), Iron (rare)
163|Hoothoot        |NORMAL/FLYING    |  60|  30|  30|  36|  56|  50|Plus          |—             |Clear Body    |
164|Noctowl         |NORMAL/FLYING    | 100|  50|  50|  76|  96|  70|Bad Dreams    |—             |Storm Drain   |Amulet Coin (common)
165|Ledyba          |BUG/FLYING       |  40|  20|  30|  40|  80|  55|Drizzle       |Honey Gather  |Defeatist     |
166|Ledian          |BUG/FLYING       |  55|  35|  50|  55| 110|  85|Super Luck    |Keen Eye      |Poison Heal   |Grip Claw (common)
167|Spinarak        |BUG/POISON       |  40|  60|  40|  40|  40|  30|Anticipation  |—             |Aroma Veil    |
168|Ariados         |BUG/POISON       |  70|  90|  70|  60|  60|  40|Frisk         |Marvel Scale  |Skill Link    |
169|Crobat          |POISON/FLYING    |  85|  90|  80|  70|  80| 130|Pure Power    |Flower Veil   |White Smoke   |
170|Chinchou        |WATER/ELECTRIC   |  75|  38|  38|  56|  56|  67|Rain Dish     |—             |Cloud Nine    |Old Gateau (common), Mawilite (rare)
171|Lanturn         |WATER/ELECTRIC   | 125|  58|  58|  76|  76|  67|Heatproof     |—             |Unburden      |Blue Flute (rare)
172|Pichu           |ELECTRIC         |  20|  40|  15|  35|  35|  60|Mega Launcher |Technician    |Mold Breaker  |Red Shard (common)
173|Cleffa          |FAIRY            |  50|  25|  28|  45|  55|  15|Wonder Skin   |—             |Volt Absorb   |
174|Igglybuff       |NORMAL/FAIRY     |  90|  30|  15|  40|  20|  15|Huge Power    |—             |Iron Fist     |
175|Togepi          |FAIRY            |  35|  20|  65|  40|  65|  20|Limber        |Dry Skin      |Compound Eyes |Mawilite (common), Lucarionite (rare)
176|Togetic         |FAIRY/FLYING     |  55|  40|  85|  80| 105|  40|Keen Eye      |Immunity      |Illuminate    |
177|Natu            |PSYCHIC/FLYING   |  40|  50|  45|  70|  45|  70|Thick Fat     |—             |Reckless      |Salamencite (common), Scope Lens (rare)
178|Xatu            |PSYCHIC/FLYING   |  65|  75|  70|  95|  70|  95|Unburden      |Storm Drain   |Tangled Feet  |
179|Mareep          |ELECTRIC         |  55|  40|  40|  65|  45|  35|Aerilate      |—             |Strong Jaw    |
180|Flaaffy         |ELECTRIC         |  70|  55|  55|  80|  60|  45|Analytic      |—             |Toxic Boost   |Rare Bone (rare)
181|Ampharos        |ELECTRIC         |  90|  75|  85| 115|  90|  55|Marvel Scale  |Unaware       |Soundproof    |
182|Bellossom       |GRASS            |  75|  80|  95|  90| 100|  50|Sap Sipper    |Inner Focus   |Lightning Rod |Glalitite (rare)
183|Marill          |WATER/FAIRY      |  70|  20|  50|  20|  50|  40|Tangled Feet  |—             |Battle Armor  |
184|Azumarill       |WATER/FAIRY      | 100|  50|  80|  60|  80|  50|Heavy Metal   |Protean       |Contrary      |
185|Sudowoodo       |ROCK             |  70| 100| 115|  30|  65|  30|Drizzle       |—             |Telepathy     |
186|Politoed        |WATER            |  90|  75|  75|  90| 100|  70|Delta Stream  |Immunity      |Aftermath     |
187|Hoppip          |GRASS/FLYING     |  35|  35|  40|  35|  55|  50|Soundproof    |—             |Battle Armor  |Dusk Ball (common)
188|Skiploom        |GRASS/FLYING     |  55|  45|  50|  45|  65|  80|Gooey         |No Guard      |Unnerve       |
189|Jumpluff        |GRASS/FLYING     |  75|  55|  70|  55|  95| 110|Heatproof     |—             |Soundproof    |
190|Aipom           |NORMAL           |  55|  70|  55|  40|  55|  85|Parental Bond |—             |Victory Star  |X Accuracy (common)
191|Sunkern         |GRASS            |  30|  30|  30|  30|  30|  30|Ice Body      |Color Change  |Marvel Scale  |
192|Sunflora        |GRASS            |  75|  75|  55| 105|  85|  30|Cheek Pouch   |—             |Scrappy       |
193|Yanma           |BUG/FLYING       |  65|  65|  45|  75|  45|  95|Magma Armor   |Flower Veil   |Own Tempo     |
194|Wooper          |WATER/GROUND     |  55|  45|  45|  25|  25|  15|Parental Bond |—             |Marvel Scale  |
195|Quagsire        |WATER/GROUND     |  95|  85|  85|  65|  65|  35|Blaze         |—             |Plus          |Tyranitarite (common)
196|Espeon          |PSYCHIC          |  65|  65|  60| 130|  95| 110|Effect Spore  |No Guard      |Analytic      |
197|Umbreon         |DARK             |  95|  65| 110|  60| 130|  65|Storm Drain   |Aftermath     |Cute Charm    |
198|Murkrow         |DARK/FLYING      |  60|  85|  42|  85|  42|  91|Speed Boost   |Sturdy        |Multiscale    |
199|Slowking        |WATER/PSYCHIC    |  95|  75|  80| 100| 110|  30|Rivalry       |—             |Fairy Aura    |
200|Misdreavus      |GHOST            |  60|  60|  60|  85|  85|  85|Gooey         |—             |Parental Bond |
201|Unown           |PSYCHIC          |  48|  72|  48|  72|  48|  48|Sheer Force   |Torrent       |Early Bird    |
202|Wobbuffet       |PSYCHIC          | 190|  33|  58|  33|  58|  33|Thick Fat     |Magma Armor   |Poison Touch  |
203|Girafarig       |NORMAL/PSYCHIC   |  70|  80|  65|  90|  65|  85|Rain Dish     |—             |Sand Veil     |
204|Pineco          |BUG              |  50|  65|  90|  35|  35|  15|Plus          |Intimidate    |Dark Aura     |
205|Forretress      |BUG/STEEL        |  75|  90| 140|  60|  60|  40|Healer        |Rock Head     |Marvel Scale  |
206|Dunsparce       |NORMAL           | 100|  70|  70|  65|  65|  45|Multiscale    |—             |Flash Fire    |
207|Gligar          |GROUND/FLYING    |  65|  75| 105|  35|  65|  85|Quick Feet    |—             |Super Luck    |Health Wing (rare)
208|Steelix         |STEEL/GROUND     |  75|  85| 200|  55|  65|  30|Adaptability  |—             |Refrigerate   |Casteliacone (rare)
209|Snubbull        |FAIRY            |  60|  80|  50|  40|  40|  30|Healer        |—             |Stall         |Metagrossite (rare)
210|Granbull        |FAIRY            |  90| 120|  75|  60|  60|  45|Super Luck    |—             |Weak Armor    |
211|Qwilfish        |WATER/POISON     |  65|  95|  75|  55|  55|  85|Sand Force    |Shield Dust   |Huge Power    |
212|Scizor          |BUG/STEEL        |  70| 130| 100|  55|  80|  65|Simple        |—             |Magic Bounce  |
213|Shuckle         |BUG/ROCK         |  20|  10| 230|  10| 230|   5|Weak Armor    |—             |Solid Rock    |Calcium (100%)
214|Heracross       |BUG/FIGHTING     |  80| 125|  75|  40|  95|  85|Oblivious     |—             |Rock Head     |Burn Drive (common), Dawn Stone (rare)
