Randomizer Version: 4.6.1
Random Seed: 78629769806924
Settings String: 322IwgkEgIBAAQABwAEAAKoJBkCKgEAKgAVCQABEAAAAD8AAAAIMgQyAQAICTIHBwAyAAIQElBva2Vtb24gT21lZ2EgUnVieWMeSnzjwziK

--Move Updates--
Made Tackle have 40 power
Made Thunder Wave have 90% accuracy
Made Leech Life have 80 power and 10 PP
Made Swagger have 85% accuracy
Made Sucker Punch have 70 power
Made Dark Void have 50% accuracy
Made Flying Press have 100 power
Made Fell Stinger have 50 power
Made Parabolic Charge have 65 power
Made Water Shuriken a Special move
Made Mystical Fire have 75 power

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
 20|Raticate        |NORMAL           |  55|  81|  60|  50|  70|  97|Hustle        |—             |Sand Rush     |
 21|Spearow         |NORMAL/FLYING    |  40|  60|  30|  31|  31|  70|Water Absorb  |—             |Strong Jaw    |Sachet (rare)
 22|Fearow          |NORMAL/FLYING    |  65|  90|  65|  61|  61| 100|Telepathy     |Compound Eyes |Anticipation  |Sea Incense (common)
 23|Ekans           |POISON           |  35|  60|  44|  40|  54|  55|Motor Drive   |—             |Battle Armor  |White Herb (rare)
 24|Arbok           |POISON           |  60|  85|  69|  65|  79|  80|Rattled       |Sheer Force   |Friend Guard  |Prism Scale (rare)
 25|Pikachu         |ELECTRIC         |  35|  55|  40|  50|  50|  90|Magic Bounce  |—             |Air Lock      |Sail Fossil (rare)
 26|Raichu          |ELECTRIC         |  60|  90|  55|  90|  80| 110|No Guard      |—             |Rough Skin    |
 27|Sandshrew       |GROUND           |  50|  75|  85|  20|  30|  40|Pure Power    |Victory Star  |Bad Dreams    |Ring Target (common)
 28|Sandslash       |GROUND           |  75| 100| 110|  45|  55|  65|Friend Guard  |—             |Suction Cups  |
 29|Nidoran♀        |POISON           |  55|  47|  52|  40|  40|  41|Rattled       |—             |Guts          |Persim Berry (rare)
 30|Nidorina        |POISON           |  70|  62|  67|  55|  55|  56|Rivalry       |—             |Sweet Veil    |
 31|Nidoqueen       |POISON/GROUND    |  90|  92|  87|  75|  85|  76|Download      |Justified     |Simple        |Aggronite (100%)
 32|Nidoran♂        |POISON           |  46|  57|  40|  40|  40|  50|Heatproof     |—             |Swarm         |
 33|Nidorino        |POISON           |  61|  72|  57|  55|  55|  65|Prankster     |—             |Own Tempo     |
 34|Nidoking        |POISON/GROUND    |  81| 102|  77|  85|  75|  85|Hustle        |Poison Point  |Skill Link    |
 35|Clefairy        |FAIRY            |  70|  45|  48|  60|  65|  35|Iron Fist     |Sand Stream   |Huge Power    |
 36|Clefable        |FAIRY            |  95|  70|  73|  95|  90|  60|Pure Power    |—             |Speed Boost   |
 37|Vulpix          |FIRE             |  38|  41|  40|  50|  65|  65|Run Away      |Dry Skin      |Normalize     |
 38|Ninetales       |FIRE             |  73|  76|  75|  81| 100| 100|Thick Fat     |—             |Bulletproof   |Protein (100%)
 39|Jigglypuff      |NORMAL/FAIRY     | 115|  45|  20|  45|  25|  20|Primordial Sea|Prankster     |Gooey         |
 40|Wigglytuff      |NORMAL/FAIRY     | 140|  70|  45|  85|  50|  45|Mummy         |—             |Drought       |Absorb Bulb (common), Houndoominite (rare)
 41|Zubat           |POISON/FLYING    |  40|  45|  35|  30|  40|  55|Aftermath     |—             |Klutz         |
 42|Golbat          |POISON/FLYING    |  75|  80|  70|  65|  75|  90|Own Tempo     |—             |Huge Power    |Twisted Spoon (common), Net Ball (rare)
 43|Oddish          |GRASS/POISON     |  45|  50|  55|  75|  65|  30|Damp          |—             |Gooey         |
 44|Gloom           |GRASS/POISON     |  60|  65|  70|  85|  75|  40|Early Bird    |—             |Wonder Skin   |
 45|Vileplume       |GRASS/POISON     |  75|  80|  85| 110|  90|  50|Rivalry       |Battle Armor  |Filter        |Big Root (common)
 46|Paras           |BUG/GRASS        |  35|  70|  55|  45|  55|  25|Flame Body    |—             |Adaptability  |
 47|Parasect        |BUG/GRASS        |  60|  95|  80|  60|  80|  30|Limber        |Teravolt      |Light Metal   |
 48|Venonat         |BUG/POISON       |  60|  55|  50|  40|  55|  45|Drizzle       |Parental Bond |Marvel Scale  |
 49|Venomoth        |BUG/POISON       |  70|  65|  60|  90|  75|  90|Multiscale    |—             |Leaf Guard    |Water Gem (common)
 50|Diglett         |GROUND           |  10|  55|  25|  35|  45|  95|Flower Veil   |—             |Vital Spirit  |
 51|Dugtrio         |GROUND           |  35|  80|  50|  50|  70| 120|Volt Absorb   |—             |Heatproof     |
 52|Meowth          |NORMAL           |  40|  45|  35|  40|  40|  90|Parental Bond |—             |Heavy Metal   |
 53|Persian         |NORMAL           |  65|  70|  60|  65|  65| 115|Gluttony      |—             |Shell Armor   |Shell Bell (100%)
 54|Psyduck         |WATER            |  50|  52|  48|  65|  50|  55|Klutz         |Blaze         |Hustle        |
 55|Golduck         |WATER            |  80|  82|  78|  95|  80|  85|Scrappy       |Anticipation  |Sheer Force   |
 56|Mankey          |FIGHTING         |  40|  80|  35|  35|  45|  70|Unburden      |—             |Dark Aura     |
 57|Primeape        |FIGHTING         |  65| 105|  60|  60|  70|  95|Cloud Nine    |—             |Pressure      |Black Flute (common), Shoal Shell (rare)
 58|Growlithe       |FIRE             |  55|  70|  45|  70|  50|  60|Sturdy        |Drizzle       |Anger Point   |
 59|Arcanine        |FIRE             |  90| 110|  80| 100|  80|  95|Competitive   |Truant        |Immunity      |Rose Incense (rare)
 60|Poliwag         |WATER            |  40|  50|  40|  40|  40|  90|Solid Rock    |—             |Sand Rush     |
 61|Poliwhirl       |WATER            |  65|  65|  65|  50|  50|  90|Suction Cups  |—             |Flower Veil   |
 62|Poliwrath       |WATER/FIGHTING   |  90|  95|  95|  70|  90|  70|Limber        |—             |Desolate Land |
 63|Abra            |PSYCHIC          |  25|  20|  15| 105|  55|  90|Serene Grace  |Fur Coat      |Sweet Veil    |Glalitite (100%)
 64|Kadabra         |PSYCHIC          |  40|  35|  30| 120|  70| 105|Magician      |Moody         |Desolate Land |
 65|Alakazam        |PSYCHIC          |  55|  50|  45| 135|  95| 120|Huge Power    |Own Tempo     |Shell Armor   |Max Revive (rare)
 66|Machop          |FIGHTING         |  70|  80|  50|  35|  35|  35|Prankster     |—             |Stench        |Heal Powder (common)
 67|Machoke         |FIGHTING         |  80| 100|  70|  50|  60|  45|Hustle        |—             |Dark Aura     |Cherish Ball (rare)
 68|Machamp         |FIGHTING         |  90| 130|  80|  65|  85|  55|Limber        |—             |Harvest       |
 69|Bellsprout      |GRASS/POISON     |  50|  75|  35|  70|  30|  40|Magician      |—             |Magma Armor   |
 70|Weepinbell      |GRASS/POISON     |  65|  90|  50|  85|  45|  55|Poison Point  |—             |Download      |
 71|Victreebel      |GRASS/POISON     |  80| 105|  65| 100|  70|  70|Sand Rush     |—             |Dark Aura     |Potion (common), Tyranitarite (rare)
 72|Tentacool       |WATER/POISON     |  40|  40|  35|  50| 100|  70|Analytic      |—             |Fur Coat      |
 73|Tentacruel      |WATER/POISON     |  80|  70|  65|  80| 120| 100|Bad Dreams    |Speed Boost   |Mummy         |Shuca Berry (common), Berry Juice (rare)
 74|Geodude         |ROCK/GROUND      |  40|  80| 100|  30|  30|  20|Weak Armor    |—             |Scrappy       |Choice Scarf (common)
 75|Graveler        |ROCK/GROUND      |  55|  95| 115|  45|  45|  35|Sticky Hold   |Cute Charm    |Sand Rush     |
 76|Golem           |ROCK/GROUND      |  80| 120| 130|  55|  65|  45|Water Absorb  |Keen Eye      |Truant        |
 77|Ponyta          |FIRE             |  50|  85|  55|  65|  65|  90|Solar Power   |—             |Hyper Cutter  |
 78|Rapidash        |FIRE             |  65| 100|  70|  80|  80| 105|Victory Star  |—             |Technician    |
 79|Slowpoke        |WATER/PSYCHIC    |  90|  65|  65|  40|  40|  15|Shield Dust   |Insomnia      |Turboblaze    |Metal Coat (rare)
 80|Slowbro         |WATER/PSYCHIC    |  95|  75| 110| 100|  80|  30|Guts          |—             |Justified     |Full Incense (common), Jaboca Berry (rare)
 81|Magnemite       |ELECTRIC/STEEL   |  25|  35|  70|  95|  55|  45|Poison Heal   |Trace         |Magician      |Claw Fossil (common), Power Bracer (rare)
 82|Magneton        |ELECTRIC/STEEL   |  50|  60|  95| 120|  70|  70|Cheek Pouch   |—             |Forewarn      |
 83|Farfetch’d      |NORMAL/FLYING    |  52|  65|  55|  58|  62|  60|Teravolt      |—             |Shell Armor   |Stardust (rare)
 84|Doduo           |NORMAL/FLYING    |  35|  85|  45|  35|  35|  75|Telepathy     |Tinted Lens   |Tangled Feet  |Wave Incense (common), Sharpedonite (rare)
 85|Dodrio          |NORMAL/FLYING    |  60| 110|  70|  60|  60| 100|Swift Swim    |Battle Armor  |Imposter      |Burn Drive (common)
 86|Seel            |WATER            |  65|  45|  55|  45|  70|  45|Symbiosis     |Huge Power    |Pickpocket    |Resist Wing (rare)
 87|Dewgong         |WATER/ICE        |  90|  70|  80|  70|  95|  70|Hyper Cutter  |—             |Pickup        |
 88|Grimer          |POISON           |  80|  80|  50|  40|  50|  25|Shield Dust   |Immunity      |Light Metal   |
 89|Muk             |POISON           | 105| 105|  75|  65| 100|  50|Water Veil    |Telepathy     |Synchronize   |
 90|Shellder        |WATER            |  30|  65| 100|  45|  25|  40|Reckless      |Cursed Body   |Cute Charm    |
 91|Cloyster        |WATER/ICE        |  50|  95| 180|  85|  45|  70|Victory Star  |—             |Keen Eye      |Big Pearl (common)
 92|Gastly          |GHOST/POISON     |  30|  35|  30| 100|  35|  80|Suction Cups  |—             |Poison Point  |Sky Plate (rare)
 93|Haunter         |GHOST/POISON     |  45|  50|  45| 115|  55|  95|Sweet Veil    |—             |Pickup        |Mawilite (rare)
 94|Gengar          |GHOST/POISON     |  60|  65|  60| 130|  75| 110|Chlorophyll   |Hyper Cutter  |Reckless      |
 95|Onix            |ROCK/GROUND      |  35|  45| 160|  30|  45|  70|Cursed Body   |Sturdy        |Symbiosis     |Metal Coat (rare)
 96|Drowzee         |PSYCHIC          |  60|  48|  45|  43|  90|  42|Intimidate    |Honey Gather  |Pixilate      |
 97|Hypno           |PSYCHIC          |  85|  73|  70|  73| 115|  67|Primordial Sea|Solar Power   |Forewarn      |Earth Plate (common)
 98|Krabby          |WATER            |  30| 105|  90|  25|  25|  50|Motor Drive   |Klutz         |Leaf Guard    |
 99|Kingler         |WATER            |  55| 130| 115|  50|  50|  75|Mega Launcher |—             |Magician      |
100|Voltorb         |ELECTRIC         |  40|  30|  50|  55|  55| 100|Magician      |Run Away      |Gale Wings    |Persim Berry (common), Douse Drive (rare)
101|Electrode       |ELECTRIC         |  60|  50|  70|  80|  80| 140|Slow Start    |—             |Immunity      |Skull Fossil (rare)
102|Exeggcute       |GRASS/PSYCHIC    |  60|  40|  80|  60|  45|  40|Prankster     |Insomnia      |Analytic      |
103|Exeggutor       |GRASS/PSYCHIC    |  95|  95|  85| 125|  65|  55|Normalize     |—             |Overcoat      |Leppa Berry (common)
104|Cubone          |GROUND           |  50|  50|  95|  40|  50|  35|Competitive   |Grass Pelt    |Water Veil    |
105|Marowak         |GROUND           |  60|  80| 110|  50|  80|  45|Toxic Boost   |Technician    |Sap Sipper    |Super Potion (common), Soothe Bell (rare)
106|Hitmonlee       |FIGHTING         |  50| 120|  53|  35| 110|  87|Truant        |—             |Parental Bond |
107|Hitmonchan      |FIGHTING         |  50| 105|  79|  35| 110|  76|Thick Fat     |Limber        |Sand Veil     |Luxury Ball (common), Shed Shell (rare)
108|Lickitung       |NORMAL           |  90|  55|  75|  60|  75|  30|Moxie         |Ice Body      |Lightning Rod |
109|Koffing         |POISON           |  40|  65|  95|  60|  45|  35|Filter        |Huge Power    |Moody         |Lemonade (common), X Sp. Atk (rare)
110|Weezing         |POISON           |  65|  90| 120|  85|  70|  60|Steadfast     |Immunity      |Speed Boost   |Aerodactylite (common), Burn Drive (rare)
111|Rhyhorn         |GROUND/ROCK      |  80|  85|  95|  30|  30|  25|Sturdy        |—             |Rough Skin    |
112|Rhydon          |GROUND/ROCK      | 105| 130| 120|  45|  45|  40|Illusion      |Shell Armor   |Speed Boost   |Icicle Plate (common), Tyranitarite (rare)
113|Chansey         |NORMAL           | 250|   5|   5|  35| 105|  50|Trace         |—             |Healer        |
114|Tangela         |GRASS            |  65|  55| 115| 100|  40|  60|Symbiosis     |—             |Bulletproof   |Ground Gem (rare)
115|Kangaskhan      |NORMAL           | 105|  95|  80|  40|  80|  90|Immunity      |—             |Quick Feet    |Nugget (common), Mewtwonite Y (rare)
116|Horsea          |WATER            |  30|  40|  70|  70|  25|  60|Teravolt      |Unnerve       |Tinted Lens   |Energy Root (rare)
117|Seadra          |WATER            |  55|  65|  95|  95|  45|  85|Flower Veil   |—             |Flare Boost   |
118|Goldeen         |WATER            |  45|  67|  60|  35|  50|  63|Multiscale    |Mold Breaker  |Gale Wings    |Absorb Bulb (common), Dragon Gem (rare)
119|Seaking         |WATER            |  80|  92|  65|  65|  80|  68|Reckless      |Contrary      |Aroma Veil    |Choice Band (common), Zinc (rare)
120|Staryu          |WATER            |  30|  45|  55|  70|  55|  85|Static        |—             |Pixilate      |Pecha Berry (common), Poison Gem (rare)
121|Starmie         |WATER/PSYCHIC    |  60|  75|  85| 100|  85| 115|Stench        |Fur Coat      |Aerilate      |Red Flute (common), Wise Glasses (rare)
122|Mr. Mime        |PSYCHIC/FAIRY    |  40|  45|  65| 100| 120|  90|Sand Stream   |Pixilate      |Shield Dust   |
123|Scyther         |BUG/FLYING       |  70| 110|  80|  55|  80| 105|Battle Armor  |Overcoat      |Filter        |Venusaurite (common), Dubious Disc (rare)
124|Jynx            |ICE/PSYCHIC      |  65|  50|  35| 115|  95|  95|Immunity      |Strong Jaw    |Sand Rush     |Chople Berry (common), Leftovers (rare)
125|Electabuzz      |ELECTRIC         |  65|  83|  57|  95|  85| 105|Rattled       |—             |Friend Guard  |
126|Magmar          |FIRE             |  65|  95|  57| 100|  85|  93|Rough Skin    |—             |Ice Body      |
127|Pinsir          |BUG              |  65| 125| 100|  55|  70|  85|Rain Dish     |Blaze         |Delta Stream  |
128|Tauros          |NORMAL           |  75| 100|  95|  40|  70| 110|Synchronize   |Super Luck    |Cloud Nine    |
129|Magikarp        |WATER            |  20|  10|  55|  15|  20|  80|Infiltrator   |—             |Quick Feet    |Chill Drive (rare)
130|Gyarados        |WATER/FLYING     |  95| 125|  79|  60| 100|  81|Refrigerate   |—             |Thick Fat     |
131|Lapras          |WATER/ICE        | 130|  85|  80|  85|  95|  60|Desolate Land |—             |Telepathy     |Rage Candy Bar (common), Energy Root (rare)
132|Ditto           |NORMAL           |  48|  48|  48|  48|  48|  48|Tangled Feet  |—             |Illuminate    |Full Incense (common), Odd Incense (rare)
133|Eevee           |NORMAL           |  55|  55|  50|  45|  65|  55|Stall         |Mummy         |Gooey         |Super Potion (rare)
134|Vaporeon        |WATER            | 130|  65|  60| 110|  95|  65|Flower Veil   |—             |Rain Dish     |
135|Jolteon         |ELECTRIC         |  65|  65|  60| 110|  95| 130|Quick Feet    |—             |Weak Armor    |Mewtwonite X (rare)
136|Flareon         |FIRE             |  65| 130|  60|  95| 110|  65|Guts          |—             |Synchronize   |Lum Berry (common)
137|Porygon         |NORMAL           |  65|  60|  70|  85|  75|  40|No Guard      |Tough Claws   |Refrigerate   |X Defense (common), Sablenite (rare)
138|Omanyte         |ROCK/WATER       |  35|  40| 100|  90|  55|  35|Rain Dish     |Run Away      |Rattled       |
139|Omastar         |ROCK/WATER       |  70|  60| 125| 115|  70|  55|Early Bird    |—             |Quick Feet    |Air Balloon (rare)
140|Kabuto          |ROCK/WATER       |  30|  80|  90|  55|  45|  55|Water Absorb  |Truant        |Leaf Guard    |
141|Kabutops        |ROCK/WATER       |  60| 115| 105|  65|  70|  80|Wonder Skin   |Lightning Rod |Solid Rock    |Sitrus Berry (common), Tanga Berry (rare)
142|Aerodactyl      |ROCK/FLYING      |  80| 105|  65|  60|  75| 130|Sturdy        |—             |Harvest       |Luck Incense (common), Max Repel (rare)
143|Snorlax         |NORMAL           | 160| 110|  65|  65| 110|  30|Thick Fat     |—             |Poison Heal   |Fist Plate (100%)
144|Articuno        |ICE/FLYING       |  90|  85| 100|  95| 125|  85|Guts          |Technician    |Overcoat      |Power Lens (rare)
145|Zapdos          |ELECTRIC/FLYING  |  90|  90|  85| 125|  90| 100|Suction Cups  |—             |Sticky Hold   |
146|Moltres         |FIRE/FLYING      |  90| 100|  90| 125|  85|  90|Serene Grace  |—             |Fairy Aura    |Swampertite (common), Absorb Bulb (rare)
147|Dratini         |DRAGON           |  41|  64|  45|  50|  50|  50|Soundproof    |—             |Rattled       |
148|Dragonair       |DRAGON           |  61|  84|  65|  70|  70|  70|Snow Cloak    |—             |Sand Stream   |
149|Dragonite       |DRAGON/FLYING    |  91| 134|  95| 100| 100|  80|Desolate Land |Download      |Torrent       |
150|Mewtwo          |PSYCHIC          | 106| 110|  90| 154|  90| 130|Reckless      |—             |Light Metal   |
151|Mew             |PSYCHIC          | 100| 100| 100| 100| 100| 100|Pixilate      |Huge Power    |Static        |Skull Fossil (100%)
152|Chikorita       |GRASS            |  45|  49|  65|  49|  65|  45|Imposter      |—             |Truant        |Everstone (rare)
153|Bayleef         |GRASS            |  60|  62|  80|  63|  80|  60|Bulletproof   |Poison Heal   |Normalize     |Payapa Berry (common)
154|Meganium        |GRASS            |  80|  82| 100|  83| 100|  80|Moody         |—             |Prankster     |Revival Herb (common)
155|Cyndaquil       |FIRE             |  39|  52|  43|  60|  50|  65|Oblivious     |Klutz         |Limber        |
156|Quilava         |FIRE             |  58|  64|  58|  80|  65|  80|Sand Stream   |—             |Keen Eye      |Black Belt (rare)
157|Typhlosion      |FIRE             |  78|  84|  78| 109|  85| 100|Analytic      |—             |Anticipation  |
158|Totodile        |WATER            |  50|  65|  64|  44|  48|  43|Friend Guard  |—             |Rock Head     |
159|Croconaw        |WATER            |  65|  80|  80|  59|  63|  58|Dark Aura     |—             |Drought       |
160|Feraligatr      |WATER            |  85| 105| 100|  79|  83|  78|Hustle        |Quick Feet    |Flare Boost   |
161|Sentret         |NORMAL           |  35|  46|  34|  35|  45|  20|Victory Star  |—             |Cheek Pouch   |
162|Furret          |NORMAL           |  85|  76|  64|  45|  55|  90|Gale Wings    |—             |Pickup        |Lucky Egg (common), Occa Berry (rare)
163|Hoothoot        |NORMAL/FLYING    |  60|  30|  30|  36|  56|  50|Aura Break    |—             |Moody         |
164|Noctowl         |NORMAL/FLYING    | 100|  50|  50|  76|  96|  70|Sticky Hold   |—             |Frisk         |
165|Ledyba          |BUG/FLYING       |  40|  20|  30|  40|  80|  55|Shell Armor   |Minus         |Filter        |
166|Ledian          |BUG/FLYING       |  55|  35|  50|  55| 110|  85|Solid Rock    |Gluttony      |Overcoat      |
167|Spinarak        |BUG/POISON       |  40|  60|  40|  40|  40|  30|Soundproof    |Imposter      |Early Bird    |Dome Fossil (common)
168|Ariados         |BUG/POISON       |  70|  90|  70|  60|  60|  40|Adaptability  |Rough Skin    |Mold Breaker  |
169|Crobat          |POISON/FLYING    |  85|  90|  80|  70|  80| 130|Torrent       |Vital Spirit  |Blaze         |Lumiose Galette (common)
170|Chinchou        |WATER/ELECTRIC   |  75|  38|  38|  56|  56|  67|Flash Fire    |—             |Prankster     |Yellow Flute (common)
171|Lanturn         |WATER/ELECTRIC   | 125|  58|  58|  76|  76|  67|Swift Swim    |Gooey         |Water Veil    |
172|Pichu           |ELECTRIC         |  20|  40|  15|  35|  35|  60|Pressure      |Iron Fist     |Aroma Veil    |
173|Cleffa          |FAIRY            |  50|  25|  28|  45|  55|  15|Rivalry       |—             |Drought       |
174|Igglybuff       |NORMAL/FAIRY     |  90|  30|  15|  40|  20|  15|Magician      |—             |Own Tempo     |Dire Hit (common)
175|Togepi          |FAIRY            |  35|  20|  65|  40|  65|  20|Sand Rush     |—             |Bad Dreams    |Gengarite (100%)
176|Togetic         |FAIRY/FLYING     |  55|  40|  85|  80| 105|  40|Marvel Scale  |—             |Competitive   |
177|Natu            |PSYCHIC/FLYING   |  40|  50|  45|  70|  45|  70|Flare Boost   |Water Veil    |Desolate Land |
178|Xatu            |PSYCHIC/FLYING   |  65|  75|  70|  95|  70|  95|Poison Heal   |—             |Justified     |
179|Mareep          |ELECTRIC         |  55|  40|  40|  65|  45|  35|Heatproof     |—             |Sniper        |Roseli Berry (rare)
180|Flaaffy         |ELECTRIC         |  70|  55|  55|  80|  60|  45|Regenerator   |Mummy         |Sticky Hold   |Pidgeotite (common)
181|Ampharos        |ELECTRIC         |  90|  75|  85| 115|  90|  55|Magma Armor   |—             |Huge Power    |
182|Bellossom       |GRASS            |  75|  80|  95|  90| 100|  50|Pressure      |Cursed Body   |Gale Wings    |
183|Marill          |WATER/FAIRY      |  70|  20|  50|  20|  50|  40|Shed Skin     |Turboblaze    |Plus          |Dread Plate (common), Charcoal (rare)
184|Azumarill       |WATER/FAIRY      | 100|  50|  80|  60|  80|  50|Tinted Lens   |—             |Symbiosis     |Latiasite (rare)
185|Sudowoodo       |ROCK             |  70| 100| 115|  30|  65|  30|Shed Skin     |Simple        |Sand Rush     |Choice Specs (common), Paralyze Heal (rare)
186|Politoed        |WATER            |  90|  75|  75|  90| 100|  70|Dry Skin      |Symbiosis     |Minus         |Steelixite (common), Focus Band (rare)
187|Hoppip          |GRASS/FLYING     |  35|  35|  40|  35|  55|  50|Keen Eye      |Quick Feet    |Tinted Lens   |
188|Skiploom        |GRASS/FLYING     |  55|  45|  50|  45|  65|  80|Parental Bond |—             |Cheek Pouch   |King’s Rock (rare)
189|Jumpluff        |GRASS/FLYING     |  75|  55|  70|  55|  95| 110|Run Away      |Download      |Marvel Scale  |Whipped Dream (100%)
190|Aipom           |NORMAL           |  55|  70|  55|  40|  55|  85|Motor Drive   |—             |Symbiosis     |Heal Ball (common)
191|Sunkern         |GRASS            |  30|  30|  30|  30|  30|  30|Magic Bounce  |Sand Rush     |Rattled       |Shoal Shell (100%)
192|Sunflora        |GRASS            |  75|  75|  55| 105|  85|  30|Unburden      |Simple        |Hyper Cutter  |Earth Plate (rare)
193|Yanma           |BUG/FLYING       |  65|  65|  45|  75|  45|  95|Stench        |—             |Anticipation  |Sticky Barb (rare)
194|Wooper          |WATER/GROUND     |  55|  45|  45|  25|  25|  15|Wonder Skin   |—             |Magic Guard   |Pecha Berry (rare)
195|Quagsire        |WATER/GROUND     |  95|  85|  85|  65|  65|  35|Shed Skin     |Delta Stream  |Marvel Scale  |
196|Espeon          |PSYCHIC          |  65|  65|  60| 130|  95| 110|Intimidate    |—             |Sap Sipper    |
197|Umbreon         |DARK             |  95|  65| 110|  60| 130|  65|Minus         |Sheer Force   |Dark Aura     |
198|Murkrow         |DARK/FLYING      |  60|  85|  42|  85|  42|  91|Leaf Guard    |Victory Star  |Gluttony      |White Flute (common)
199|Slowking        |WATER/PSYCHIC    |  95|  75|  80| 100| 110|  30|Liquid Ooze   |Effect Spore  |Tinted Lens   |
200|Misdreavus      |GHOST            |  60|  60|  60|  85|  85|  85|Magic Bounce  |—             |Mummy         |Timer Ball (common), Pretty Wing (rare)
201|Unown           |PSYCHIC          |  48|  72|  48|  72|  48|  48|Magma Armor   |—             |Bulletproof   |Black Flute (common)
202|Wobbuffet       |PSYCHIC          | 190|  33|  58|  33|  58|  33|Solar Power   |—             |Dark Aura     |
203|Girafarig       |NORMAL/PSYCHIC   |  70|  80|  65|  90|  65|  85|Mold Breaker  |Slow Start    |Chlorophyll   |Escape Rope (common)
204|Pineco          |BUG              |  50|  65|  90|  35|  35|  15|Aftermath     |—             |Gooey         |Ice Gem (rare)
205|Forretress      |BUG/STEEL        |  75|  90| 140|  60|  60|  40|Aura Break    |—             |Bulletproof   |Thunder Stone (100%)
206|Dunsparce       |NORMAL           | 100|  70|  70|  65|  65|  45|Anticipation  |Swarm         |Guts          |Flying Gem (common), Choice Band (rare)
207|Gligar          |GROUND/FLYING    |  65|  75| 105|  35|  65|  85|Mold Breaker  |Leaf Guard    |Skill Link    |Glalitite (common), Full Heal (rare)
208|Steelix         |STEEL/GROUND     |  75|  85| 200|  55|  65|  30|Pure Power    |—             |Unaware       |
209|Snubbull        |FAIRY            |  60|  80|  50|  40|  40|  30|Weak Armor    |Magic Guard   |Own Tempo     |
210|Granbull        |FAIRY            |  90| 120|  75|  60|  60|  45|Poison Point  |Color Change  |Chlorophyll   |Power Weight (rare)
211|Qwilfish        |WATER/POISON     |  65|  95|  75|  55|  55|  85|Rattled       |—             |Defeatist     |
